Date,close,Open,High,Low,Vol.
"Feb 06, 2019",3404.3,"3,468.50",3478,"3,383.90",514.21K
"Feb 07, 2019",3397.7,"3,404.90",3421.8,"3,390.30",471.36K
"Feb 08, 2019",3661.7,"3,397.30",3721.1,"3,382.50",699.23K
"Feb 09, 2019",3661.4,"3,661.60",3675.3,"3,633.20",454.80K
"Feb 10, 2019",3679,"3,661.00",3680.6,"3,617.10",501.90K
"Feb 11, 2019",3631.8,"3,678.80",3681.1,"3,623.80",517.28K
"Feb 12, 2019",3632,"3,631.80",3656.4,"3,594.40",545.82K
"Feb 13, 2019",3611.5,"3,632.00",3663.5,"3,599.20",558.02K
"Feb 14, 2019",3592.6,"3,611.50",3624.5,"3,580.20",498.14K
"Feb 15, 2019",3604.7,"3,592.60",3648.3,"3,581.40",516.21K
"Feb 16, 2019",3616.8,"3,604.70",3641.9,"3,599.70",485.63K
"Feb 17, 2019",3664.2,"3,616.80",3689.9,"3,607.90",580.51K
"Feb 18, 2019",3896,"3,664.20",3903.7,"3,655.10",933.15K
"Feb 19, 2019",3914.3,"3,896.40",3993.8,"3,863.70",1.44M
"Feb 20, 2019",3972.4,"3,914.30",3983.6,"3,881.20",698.01K
"Feb 21, 2019",3936.6,"3,972.00",4011.5,"3,909.20",668.16K
"Feb 22, 2019",3965.2,"3,937.40",3983.1,"3,931.70",649.55K
"Feb 23, 2019",4120.4,"3,965.20",4152.6,"3,939.40",727.85K
"Feb 24, 2019",3755.2,"4,120.50",4194.2,"3,738.70",977.78K
"Feb 25, 2019",3833.7,"3,755.70",3870.7,"3,753.80",765.87K
"Feb 26, 2019",3810.3,"3,833.50",3845.5,"3,775.00",2.09M
"Feb 27, 2019",3814.6,"3,810.30",3836.4,"3,701.90",2.82M
"Feb 28, 2019",3816.6,"3,814.60",3883.7,"3,783.30",2.31M
"Mar 01, 2019",3821.9,"3,816.70",3855.8,"3,816.40",1.74M
"Mar 02, 2019",3823.1,"3,821.90",3843.2,"3,783.60",1.61M
"Mar 03, 2019",3809.5,"3,823.20",3836.6,"3,789.70",1.51M
"Mar 04, 2019",3715.9,"3,809.70",3828.4,"3,681.80",2.85M
"Mar 05, 2019",3857.2,"3,715.90",3873.2,"3,705.70",3.82M
"Mar 06, 2019",3863,"3,857.20",3887.3,"3,816.70",2.52M
"Mar 07, 2019",3875.1,"3,863.10",3907.4,"3,847.90",2.60M
"Mar 08, 2019",3865.9,"3,875.10",3929,"3,810.70",2.96M
"Mar 09, 2019",3944.3,"3,865.60",3964,"3,859.70",2.48M
"Mar 10, 2019",3915.2,"3,944.40",3944.5,"3,889.20",1.89M
"Mar 11, 2019",3870.3,"3,915.20",3935.5,"3,842.40",3.19M
"Mar 12, 2019",3886,"3,870.30",3900.1,"3,817.10",2.90M
"Mar 13, 2019",3865.1,"3,885.90",3894.7,"3,847.40",2.28M
"Mar 14, 2019",3879,"3,865.10",3914.7,"3,828.40",2.86M
"Mar 15, 2019",3924.3,"3,879.00",3935.7,"3,874.80",3.11M
"Mar 16, 2019",4006.4,"3,924.40",4050.6,"3,923.70",3.46M
"Mar 17, 2019",3981.5,"4,006.40",4009.8,"3,956.30",1.87M
"Mar 18, 2019",3990.2,"3,981.50",4032.3,"3,958.50",2.62M
"Mar 19, 2019",4017,"3,990.20",4029.9,"3,972.40",2.99M
"Mar 20, 2019",4041.2,"4,017.00",4050,"3,985.30",3.18M
"Mar 21, 2019",3982.2,"4,041.20",4064,"3,923.80",3.88M
"Mar 22, 2019",3990.4,"3,982.20",4005.7,"3,971.80",2.83M
"Mar 23, 2019",4002.5,"3,990.40",4018.2,"3,980.80",2.00M
"Mar 24, 2019",3994.7,"4,002.60",4005.7,"3,967.00",2.04M
"Mar 25, 2019",3937,"3,994.80",4000.5,"3,897.90",2.86M
"Mar 26, 2019",3942.8,"3,937.10",3950.7,"3,899.90",2.53M
"Mar 27, 2019",4041.7,"3,942.80",4043.3,"3,936.20",2.78M
"Mar 28, 2019",4025.6,"4,041.70",4041.7,"4,008.40",2.11M
"Mar 29, 2019",4102.2,"4,025.70",4123.1,"4,022.60",3.30M
"Mar 30, 2019",4111.8,"4,103.70",4138.1,"4,057.10",2.55M
"Mar 31, 2019",4102.3,"4,111.80",4121.9,"4,082.20",2.43M
"Apr 01, 2019",4145.1,"4,102.30",4159.1,"4,076.80",3.22M
"Apr 02, 2019",4859.3,"4,145.10",4899.6,"4,143.50",14.77M
"Apr 03, 2019",4968.7,"4,859.30",5278.4,"4,814.00",13.83M
"Apr 04, 2019",4902.4,"4,968.70",5042.5,"4,789.20",1.05M
"Apr 05, 2019",5010.2,"4,902.50",5029.4,"4,888.30",851.72K
"Apr 06, 2019",5046.2,"5,010.00",5198.4,"4,947.90",952.18K
"Apr 07, 2019",5173.6,"5,046.10",5219.5,"5,033.70",841.27K
"Apr 08, 2019",5245.2,"5,173.50",5300.6,"5,060.50",928.23K
"Apr 09, 2019",5158.4,"5,245.00",5245.9,"5,095.20",784.62K
"Apr 10, 2019",5307.8,"5,158.40",5404.1,"5,142.90",837.51K
"Apr 11, 2019",5022.6,"5,307.70",5337,"4,948.00",943.49K
"Apr 12, 2019",5054.2,"5,022.70",5080.5,"4,889.20",779.14K
"Apr 13, 2019",5051.8,"5,054.20",5093.4,"5,011.60",577.16K
"Apr 14, 2019",5134.8,"5,052.00",5153.5,"5,010.70",566.38K
"Apr 15, 2019",5032.3,"5,135.10",5168,"4,964.20",688.20K
"Apr 16, 2019",5180.9,"5,031.40",5198.4,"5,014.40",631.05K
"Apr 17, 2019",5208.3,"5,182.10",5230.9,"5,165.50",806.52K
"Apr 18, 2019",5264.7,"5,208.30",5293.1,"5,205.00",727.97K
"Apr 19, 2019",5241,"5,264.80",5282.4,"5,192.10",787.09K
"Apr 20, 2019",5290.2,"5,241.00",5327,"5,240.20",782.32K
"Apr 21, 2019",5243.5,"5,290.20",5308.2,"5,189.80",811.41K
"Apr 22, 2019",5346.7,"5,248.20",5370.2,"5,170.20",920.77K
"Apr 23, 2019",5511.6,"5,346.50",5594.4,"5,291.40",900.00K
"Apr 24, 2019",5415.6,"5,511.20",5589.6,"5,346.80",994.04K
"Apr 25, 2019",5209.1,"5,415.60",5528.2,"5,137.40",955.36K
"Apr 26, 2019",5298.3,"5,209.20",5469.3,"5,159.30",1.03M
"Apr 27, 2019",5265.9,"5,298.20",5318.1,"5,225.40",833.13K
"Apr 28, 2019",5302.3,"5,265.70",5332.5,"5,234.40",681.41K
"Apr 29, 2019",5235,"5,302.40",5322.9,"5,188.90",775.82K
"Apr 30, 2019",5320.8,"5,235.40",5336.6,"5,195.90",697.42K
"May 01, 2019",5384.2,"5,321.10",5396.3,"5,319.50",623.64K
"May 02, 2019",5493.8,"5,384.60",5530.8,"5,370.00",722.23K
"May 03, 2019",5766.8,"5,493.60",5844.2,"5,478.70",1.04M
"May 04, 2019",5830.9,"5,768.00",5899.2,"5,605.00",920.61K
"May 05, 2019",5774.9,"5,830.80",5838.2,"5,708.20",709.02K
"May 06, 2019",5745.1,"5,775.10",5801.4,"5,630.50",755.39K
"May 07, 2019",5849.5,"5,745.50",6019.8,"5,745.50",955.88K
"May 08, 2019",5990.3,"5,849.40",6011.3,"5,799.10",757.13K
"May 09, 2019",6191.5,"5,990.50",6206,"5,990.00",799.96K
"May 10, 2019",6386,"6,194.30",6466.6,"6,157.80",907.94K
"May 11, 2019",7190.3,"6,386.60",7373.8,"6,386.50",1.31M
"May 12, 2019",6984.8,"7,190.00",7518.9,"6,802.60",1.35M
"May 13, 2019",7806,"6,984.70",8058.3,"6,893.10",1.20M
"May 14, 2019",7994.6,"7,806.40",8323.9,"7,674.00",1.33M
"May 15, 2019",8164.6,"7,994.80",8225.3,"7,856.50",1.13M
"May 16, 2019",7871.8,"8,164.80",8293.3,"7,720.40",1.18M
"May 17, 2019",7359.5,"7,871.90",7924,"6,998.60",1.43M
"May 18, 2019",7262.6,"7,359.90",7458.5,"7,189.40",865.53K
"May 19, 2019",8157.2,"7,261.90",8253.4,"7,252.30",1.08M
"May 20, 2019",7965.3,"8,156.40",8156.4,"7,604.00",958.81K
"May 21, 2019",7930.3,"7,965.00",8056.8,"7,813.20",804.88K
"May 22, 2019",7635.7,"7,928.70",7999,"7,545.90",821.40K
"May 23, 2019",7852.1,"7,637.20",7939.1,"7,486.80",815.14K
"May 24, 2019",7970.1,"7,852.80",8124.1,"7,775.40",868.47K
"May 25, 2019",8027.4,"7,971.40",8090.1,"7,919.10",691.27K
"May 26, 2019",8630.2,"8,029.60",8718.6,"7,866.50",872.12K
"May 27, 2019",8760.1,"8,628.90",8902.8,"8,607.30",907.96K
"May 28, 2019",8716.3,"8,759.40",8794.1,"8,568.80",763.20K
"May 29, 2019",8647.8,"8,715.60",8747.2,"8,435.30",15.43M
"May 30, 2019",8271.9,"8,647.80",9045.9,"8,054.70",1.04M
"May 31, 2019",8558.3,"8,271.40",8578.8,"8,135.00",858.41K
"Jun 01, 2019",8545.7,"8,556.90",8615.8,"8,454.00",686.75K
"Jun 02, 2019",8728.6,"8,545.80",8807.7,"8,534.80",614.54K
"Jun 03, 2019",8124.8,"8,728.60",8734.9,"8,102.70",739.45K
"Jun 04, 2019",7685.5,"8,118.10",8118.1,"7,494.00",966.95K
"Jun 05, 2019",7779.1,"7,685.60",7885,"7,590.40",762.94K
"Jun 06, 2019",7784.9,"7,779.60",7861.4,"7,480.40",651.82K
"Jun 07, 2019",7985.2,"7,785.80",8099.4,"7,749.40",588.87K
"Jun 08, 2019",7901.4,"7,985.30",8044.4,"7,770.50",485.81K
"Jun 09, 2019",7635,"7,901.60",7937.5,"7,516.90",554.48K
"Jun 10, 2019",7987.8,"7,635.00",8012.8,"7,523.60",641.38K
"Jun 11, 2019",7888,"7,987.80",8010.4,"7,714.50",579.00K
"Jun 12, 2019",8133.1,"7,888.00",8198.1,"7,805.80",607.89K
"Jun 13, 2019",8219,"8,132.40",8306.1,"8,028.60",574.21K
"Jun 14, 2019",8656.1,"8,218.60",8685.3,"8,153.20",643.17K
"Jun 15, 2019",8812.5,"8,655.80",8856.7,"8,582.30",608.69K
"Jun 16, 2019",8962.5,"8,812.20",9332,"8,771.10",849.77K
"Jun 17, 2019",9318.8,"8,961.00",9438.1,"8,959.80",738.80K
"Jun 18, 2019",9080.6,"9,318.90",9336.1,"8,962.70",723.17K
"Jun 19, 2019",9255.4,"9,080.70",9295.1,"9,044.00",587.57K
"Jun 20, 2019",9517,"9,255.00",9583.9,"9,188.40",693.62K
"Jun 21, 2019",10179.3,"9,517.70",10184.3,"9,517.40",769.12K
"Jun 22, 2019",10721.7,"10,178.10",11160.5,"10,031.30",1.09M
"Jun 23, 2019",10897.1,"10,721.50",11361.3,"10,557.80",683.79K
"Jun 24, 2019",11046.4,"10,897.30",11114.4,"10,622.60",566.96K
"Jun 25, 2019",11809.9,"11,046.60",11833.9,"11,033.70",781.09K
"Jun 26, 2019",13063.8,"11,811.60",13929.8,"11,747.30",1.48M
"Jun 27, 2019",11287.8,"13,062.40",13422,"10,493.50",1.59M
"Jun 28, 2019",12409.1,"11,288.40",12461.8,"10,970.50",1.09M
"Jun 29, 2019",11906.5,"12,408.00",12422.9,"11,490.80",834.62K
"Jun 30, 2019",10818.6,"11,906.00",12179.3,"10,765.40",880.77K
"Jul 01, 2019",10616.6,"10,821.40",11254.5,"10,041.60",1.04M
"Jul 02, 2019",10835.9,"10,615.50",10923.5,"9,728.50",1.12M
"Jul 03, 2019",11900.8,"10,835.90",11931.8,"10,835.90",998.73K
"Jul 04, 2019",11163.1,"11,899.30",11948,"11,087.10",840.34K
"Jul 05, 2019",10970.2,"11,159.70",11381.8,"10,810.30",772.67K
"Jul 06, 2019",11268,"10,969.80",11650.2,"10,967.90",688.96K
"Jul 07, 2019",11415.9,"11,267.90",11524.6,"11,108.10",601.93K
"Jul 08, 2019",12252.6,"11,415.80",12332.3,"11,304.80",695.60K
"Jul 09, 2019",12541.5,"12,250.60",12772.9,"12,111.20",847.84K
"Jul 10, 2019",12110.6,"12,542.80",13134.4,"11,594.90",1.11M
"Jul 11, 2019",11342.3,"12,111.60",12111.6,"11,029.00",943.13K
"Jul 12, 2019",11762.1,"11,343.70",11881.4,"11,109.80",738.17K
"Jul 13, 2019",11364.9,"11,762.80",11798.4,"10,839.40",747.71K
"Jul 14, 2019",10200.1,"11,364.30",11448.7,"10,128.90",840.76K
"Jul 15, 2019",10845.9,"10,199.90",11064.7,"9,885.40",956.52K
"Jul 16, 2019",9424.8,"10,844.00",11019.5,"9,375.30",1.05M
"Jul 17, 2019",9723.2,"9,425.10",9983.6,"9,082.60",1.03M
"Jul 18, 2019",10651.4,"9,723.10",10787.1,"9,390.00",974.49K
"Jul 19, 2019",10571.5,"10,651.60",10758.4,"10,160.70",727.79K
"Jul 20, 2019",10826.7,"10,571.90",11155.6,"10,462.00",668.94K
"Jul 21, 2019",10714.4,"10,827.00",10883.8,"10,442.50",562.17K
"Jul 22, 2019",10412.5,"10,715.10",10806.3,"10,196.50",591.27K
"Jul 23, 2019",9888.7,"10,412.80",10414.7,"9,865.40",663.38K
"Jul 24, 2019",9804.3,"9,887.20",9945.3,"9,584.00",639.54K
"Jul 25, 2019",9945.3,"9,804.70",10203.5,"9,776.60",545.85K
"Jul 26, 2019",9831,"9,945.20",10436.1,"9,724.20",493.75K
"Jul 27, 2019",9492.1,"9,830.40",10232.3,"9,389.10",661.89K
"Jul 28, 2019",9727.8,"9,491.10",9798.5,"9,401.10",518.59K
"Jul 29, 2019",9580.9,"9,728.50",9835.4,"9,502.50",510.90K
"Jul 30, 2019",9580.7,"9,580.00",9703,"9,483.00",511.51K
"Jul 31, 2019",10082,"9,580.30",10100,"9,562.40",589.84K
"Aug 01, 2019",10380,"10,081.90",10459,"9,890.60",608.37K
"Aug 02, 2019",10520.1,"10,380.50",10664.8,"10,330.50",578.29K
"Aug 03, 2019",10815.7,"10,519.90",10893.6,"10,504.50",508.75K
"Aug 04, 2019",10934.6,"10,816.10",11017.7,"10,568.80",585.71K
"Aug 05, 2019",11816.8,"10,934.80",11922.3,"10,934.80",769.63K
"Aug 06, 2019",11480.9,"11,817.60",12291.9,"11,237.00",807.58K
"Aug 07, 2019",12013.9,"11,481.00",12114.5,"11,406.40",702.85K
"Aug 08, 2019",12191.6,"12,015.90",12236.6,"11,727.00",592.15K
"Aug 09, 2019",12089.8,"12,190.00",12225.3,"11,885.00",558.72K
"Aug 10, 2019",11314.5,"12,090.50",12185,"11,281.60",570.74K
"Aug 11, 2019",11517.2,"11,314.60",11728.4,"11,146.10",435.83K
"Aug 12, 2019",11394.2,"11,505.10",11508.6,"11,267.30",391.08K
"Aug 13, 2019",10892.9,"11,395.00",11445.6,"10,793.20",540.78K
"Aug 14, 2019",10049.4,"10,894.20",10894.5,"9,965.50",745.59K
"Aug 15, 2019",10303.4,"10,053.30",10448.2,"9,580.10",930.05K
"Aug 16, 2019",10335.6,"10,300.90",10734,"9,788.60",798.67K
"Aug 17, 2019",10218.1,"10,335.50",10460.7,"10,016.30",497.77K
"Aug 18, 2019",10312.7,"10,219.30",10494.9,"10,086.70",441.11K
"Aug 19, 2019",10910.7,"10,312.80",10923.9,"10,267.80",519.01K
"Aug 20, 2019",10752.6,"10,911.20",10941.6,"10,581.00",515.47K
"Aug 21, 2019",10141.5,"10,753.30",10797.8,"9,908.00",717.65K
"Aug 22, 2019",10105,"10,141.10",10218.2,"9,777.00",520.75K
"Aug 23, 2019",10388.7,"10,104.90",10434.3,"9,921.40",436.26K
"Aug 24, 2019",10131,"10,389.40",10415.9,"9,917.50",463.85K
"Aug 25, 2019",10136.3,"10,132.10",10307,"9,935.20",422.53K
"Aug 26, 2019",10371.8,"10,136.00",10568.2,"10,136.00",568.77K
"Aug 27, 2019",10184.8,"10,372.20",10387.6,"10,060.20",419.81K
"Aug 28, 2019",9729.4,"10,184.70",10271.3,"9,629.60",580.29K
"Aug 29, 2019",9491,"9,729.10",9729.1,"9,343.00",509.13K
"Aug 30, 2019",9585.4,"9,494.10",9675.7,"9,370.20",413.92K
"Aug 31, 2019",9594.4,"9,585.50",9677.5,"9,457.30",311.49K
"Sep 01, 2019",9729.3,"9,594.70",9799.5,"9,533.60",322.66K
"Sep 02, 2019",10348.8,"9,728.80",10431.5,"9,720.30",542.79K
"Sep 03, 2019",10612.3,"10,348.10",10756.8,"10,283.50",578.79K
"Sep 04, 2019",10568.2,"10,611.60",10783.6,"10,388.60",504.45K
"Sep 05, 2019",10566.9,"10,567.80",10630.7,"10,469.90",402.09K
"Sep 06, 2019",10309.3,"10,566.70",10896.2,"10,227.40",643.02K
"Sep 07, 2019",10461.1,"10,306.90",10556.4,"10,302.30",393.57K
"Sep 08, 2019",10402.8,"10,461.60",10578,"10,266.30",339.73K
"Sep 09, 2019",10309,"10,402.10",10478,"10,095.70",473.76K
"Sep 10, 2019",10105.4,"10,308.70",10379.8,"9,970.70",383.22K
"Sep 11, 2019",10162.5,"10,104.90",10257.5,"9,908.90",413.06K
"Sep 12, 2019",10415.1,"10,162.40",10447.9,"10,051.00",413.22K
"Sep 13, 2019",10342.1,"10,415.20",10441.4,"10,174.10",365.52K
"Sep 14, 2019",10337.3,"10,342.20",10421.4,"10,253.70",326.44K
"Sep 15, 2019",10311.5,"10,337.30",10360.4,"10,272.00",255.79K
"Sep 16, 2019",10255.5,"10,311.30",10360.5,"10,108.50",372.53K
"Sep 17, 2019",10195.7,"10,254.60",10273.6,"10,153.50",321.64K
"Sep 18, 2019",10164.7,"10,195.70",10257.5,"10,119.30",318.82K
"Sep 19, 2019",10250.5,"10,164.60",10297.6,"9,707.60",542.25K
"Sep 20, 2019",10172.7,"10,251.50",10279.5,"10,088.60",362.07K
"Sep 21, 2019",9993,"10,172.80",10177.9,"9,939.80",326.17K
"Sep 22, 2019",10031.6,"9,993.00",10075,"9,870.90",337.06K
"Sep 23, 2019",9702.2,"10,031.30",10048.8,"9,656.30",431.10K
"Sep 24, 2019",8513.9,"9,702.70",9793.8,"8,069.40",933.16K
"Sep 25, 2019",8432.4,"8,512.30",8729.8,"8,245.10",696.11K
"Sep 26, 2019",8063.8,"8,432.50",8463.1,"7,773.60",731.03K
"Sep 27, 2019",8184.9,"8,063.80",8257.4,"7,882.10",561.40K
"Sep 28, 2019",8208.5,"8,184.50",8297.2,"8,031.10",457.79K
"Sep 29, 2019",8049.1,"8,208.00",8226.8,"7,922.10",418.48K
"Sep 30, 2019",8284.3,"8,048.90",8318.5,"7,749.00",600.26K
"Oct 01, 2019",8302.7,"8,285.00",8486.2,"8,187.90",533.95K
"Oct 02, 2019",8364.1,"8,302.70",8374,"8,167.70",405.86K
"Oct 03, 2019",8226.9,"8,363.60",8391.7,"8,090.10",460.97K
"Oct 04, 2019",8148.1,"8,227.60",8233.6,"8,041.40",416.92K
"Oct 05, 2019",8127.3,"8,148.00",8185.1,"8,030.60",360.92K
"Oct 06, 2019",7881.9,"8,127.30",8145.5,"7,834.90",448.80K
"Oct 07, 2019",8198.6,"7,882.60",8293.5,"7,797.00",604.74K
"Oct 08, 2019",8182.9,"8,198.50",8323.1,"8,118.10",469.04K
"Oct 09, 2019",8566.7,"8,180.10",8655.9,"8,122.70",636.43K
"Oct 10, 2019",8562.3,"8,566.80",8638.5,"8,438.70",511.46K
"Oct 11, 2019",8267.8,"8,562.20",8751.1,"8,249.70",667.86K
"Oct 12, 2019",8304.4,"8,267.60",8394.8,"8,260.90",424.02K
"Oct 13, 2019",8281.5,"8,304.30",8450.2,"8,190.60",419.87K
"Oct 14, 2019",8353.3,"8,281.30",8374.3,"8,222.20",505.02K
"Oct 15, 2019",8167.2,"8,353.40",8400.2,"8,139.50",469.73K
"Oct 16, 2019",8000.4,"8,167.10",8185.9,"7,929.80",538.92K
"Oct 17, 2019",8073.3,"8,000.40",8118.2,"7,944.40",444.95K
"Oct 18, 2019",7948.5,"8,073.30",8116.4,"7,842.00",505.79K
"Oct 19, 2019",7957.3,"7,948.30",8060.2,"7,892.40",428.83K
"Oct 20, 2019",8223.4,"7,957.40",8288.5,"7,889.60",513.91K
"Oct 21, 2019",8208.2,"8,224.10",8315.3,"8,155.70",489.40K
"Oct 22, 2019",8031.4,"8,207.40",8289.1,"8,017.70",570.39K
"Oct 23, 2019",7477,"8,031.00",8055,"7,329.20",892.08K
"Oct 24, 2019",7422.7,"7,476.80",7501.5,"7,366.30",586.49K
"Oct 25, 2019",8658.3,"7,422.80",8697.7,"7,404.90",1.18M
"Oct 26, 2019",9230.6,"8,658.40",10540,"8,061.80",1.78M
"Oct 27, 2019",9529.6,"9,230.60",9773.2,"9,081.00",1.16M
"Oct 28, 2019",9207.2,"9,530.10",9866.9,"9,202.50",1.04M
"Oct 29, 2019",9411.3,"9,206.50",9531.3,"9,125.30",918.48K
"Oct 30, 2019",9157.9,"9,411.30",9411.3,"9,018.40",789.73K
"Oct 31, 2019",9152.6,"9,157.90",9378.9,"8,959.60",798.93K
"Nov 01, 2019",9230.1,"9,153.10",9270.4,"9,057.20",689.65K
"Nov 02, 2019",9300.6,"9,230.30",9356.7,"9,201.20",570.74K
"Nov 03, 2019",9198.3,"9,300.50",9359.1,"9,095.00",536.56K
"Nov 04, 2019",9396.4,"9,198.70",9500.4,"9,134.10",681.01K
"Nov 05, 2019",9310.8,"9,396.10",9452.7,"9,193.90",653.42K
"Nov 06, 2019",9338.9,"9,311.20",9424.6,"9,262.70",578.03K
"Nov 07, 2019",9223.5,"9,339.20",9367,"9,130.00",603.54K
"Nov 08, 2019",8778.2,"9,223.60",9254.8,"8,722.40",791.79K
"Nov 09, 2019",8804.5,"8,778.10",8877.5,"8,746.90",512.02K
"Nov 10, 2019",9036.8,"8,804.70",9092.9,"8,763.50",581.57K
"Nov 11, 2019",8736.9,"9,036.90",9066.4,"8,649.40",601.16K
"Nov 12, 2019",8812.6,"8,737.40",8841.2,"8,615.70",575.16K
"Nov 13, 2019",8783.1,"8,813.20",8829.7,"8,721.10",454.33K
"Nov 14, 2019",8661.2,"8,782.90",8799.8,"8,615.80",515.43K
"Nov 15, 2019",8476.3,"8,660.80",8761.8,"8,437.10",653.71K
"Nov 16, 2019",8497.3,"8,476.20",8532.8,"8,450.70",471.16K
"Nov 17, 2019",8509.8,"8,497.40",8631.7,"8,413.00",531.22K
"Nov 18, 2019",8208.4,"8,510.30",8516.3,"8,110.40",692.60K
"Nov 19, 2019",8145.7,"8,207.70",8245.6,"8,032.80",654.27K
"Nov 20, 2019",8099.3,"8,145.70",8223,"8,074.20",607.27K
"Nov 21, 2019",7627.9,"8,099.40",8129.6,"7,519.70",891.50K
"Nov 22, 2019",7272.5,"7,627.90",7700.9,"6,818.50",1.41M
"Nov 23, 2019",7324.1,"7,271.60",7342.5,"7,093.70",783.18K
"Nov 24, 2019",6924.7,"7,325.00",7344.1,"6,894.90",904.50K
"Nov 25, 2019",7115.6,"6,924.70",7352.8,"6,534.80",1.29M
"Nov 26, 2019",7162.8,"7,115.50",7329.5,"7,045.10",844.27K
"Nov 27, 2019",7510.6,"7,162.80",7636.9,"6,875.40",996.49K
"Nov 28, 2019",7426.7,"7,510.60",7639.5,"7,380.60",737.58K
"Nov 29, 2019",7742.7,"7,426.60",7825.3,"7,412.30",766.71K
"Nov 30, 2019",7546.6,"7,742.70",7787.7,"7,472.70",650.60K
"Dec 01, 2019",7396.4,"7,546.50",7546.5,"7,244.40",777.00K
"Dec 02, 2019",7298.2,"7,395.90",7433.8,"7,173.60",687.78K
"Dec 03, 2019",7291.8,"7,298.10",7389.4,"7,227.10",548.77K
"Dec 04, 2019",7204.4,"7,291.90",7702.2,"7,113.60",971.75K
"Dec 05, 2019",7399.2,"7,204.60",7476.3,"7,184.00",780.78K
"Dec 06, 2019",7530.8,"7,399.20",7552.1,"7,329.80",706.10K
"Dec 07, 2019",7510.9,"7,530.40",7595.7,"7,489.60",557.14K
"Dec 08, 2019",7524.4,"7,510.80",7576.4,"7,416.70",499.04K
"Dec 09, 2019",7355.8,"7,524.80",7626,"7,321.60",648.66K
"Dec 10, 2019",7235.7,"7,356.20",7400.3,"7,192.10",609.50K
"Dec 11, 2019",7208,"7,235.80",7284.4,"7,168.80",518.40K
"Dec 12, 2019",7208,"7,208.00",7272.4,"7,124.60",611.80K
"Dec 13, 2019",7255.2,"7,208.40",7288,"7,200.30",503.49K
"Dec 14, 2019",7080.8,"7,255.20",7267.4,"7,043.30",524.56K
"Dec 15, 2019",7128.5,"7,080.80",7175.8,"7,033.80",492.58K
"Dec 16, 2019",6903.5,"7,128.50",7153.1,"6,864.60",689.56K
"Dec 17, 2019",6613.3,"6,903.50",6943.5,"6,575.00",894.55K
"Dec 18, 2019",7276,"6,613.50",7387.7,"6,462.20",1.14M
"Dec 19, 2019",7165.5,"7,276.40",7354,"7,039.30",778.72K
"Dec 20, 2019",7196.4,"7,165.50",7218.4,"7,107.70",627.04K
"Dec 21, 2019",7156.2,"7,196.40",7197.6,"7,129.60",468.74K
"Dec 22, 2019",7495.8,"7,156.30",7501.1,"7,142.00",677.94K
"Dec 23, 2019",7322.8,"7,496.20",7684,"7,276.20",952.16K
"Dec 24, 2019",7268.3,"7,322.40",7433.2,"7,185.70",785.54K
"Dec 25, 2019",7224.8,"7,268.30",7542.4,"7,150.90",625.41K
"Dec 26, 2019",7210.9,"7,225.00",7414.3,"7,177.30",795.09K
"Dec 27, 2019",7261.7,"7,210.80",7293.8,"7,128.50",718.07K
"Dec 28, 2019",7321.5,"7,261.90",7375.9,"7,256.50",610.96K
"Dec 29, 2019",7397.5,"7,321.60",7518.9,"7,303.00",611.69K
"Dec 30, 2019",7261.8,"7,397.50",7420.9,"7,244.10",606.11K
"Dec 31, 2019",7196.4,"7,261.50",7331,"7,167.40",586.60K
"Jan 01, 2020",7199.8,"7,196.40",7259.4,"7,180.00",420.28K
"Jan 02, 2020",6967,"7,199.70",7209.6,"6,901.40",632.78K
"Jan 03, 2020",7343.1,"6,967.10",7402.9,"6,884.10",936.29K
"Jan 04, 2020",7376.8,"7,345.10",7433.1,"7,291.40",523.91K
"Jan 05, 2020",7372.5,"7,376.80",7501,"7,345.60",628.14K
"Jan 06, 2020",7759.1,"7,372.60",7783.1,"7,366.70",786.75K
"Jan 07, 2020",8155.7,"7,759.10",8182,"7,754.10",1.01M
"Jan 08, 2020",8059.6,"8,154.20",8436.4,"7,900.80",1.19M
"Jan 09, 2020",7842.4,"8,060.00",8065.9,"7,779.20",786.50K
"Jan 10, 2020",8187.1,"7,842.50",8187.4,"7,697.70",1.05M
"Jan 11, 2020",8024.1,"8,187.80",8262.9,"8,008.40",776.75K
"Jan 12, 2020",8187.6,"8,023.30",8189.9,"7,973.10",595.22K
"Jan 13, 2020",8111.4,"8,188.30",8196.7,"8,068.40",610.66K
"Jan 14, 2020",8829.2,"8,111.20",8898.7,"8,111.20",1.48M
"Jan 15, 2020",8818.3,"8,827.90",8904,"8,615.50",1.17M
"Jan 16, 2020",8726.9,"8,818.10",8850,"8,605.80",748.32K
"Jan 17, 2020",8913.1,"8,726.70",9005.1,"8,675.90",794.11K
"Jan 18, 2020",8916.3,"8,913.00",8982.3,"8,814.60",627.74K
"Jan 19, 2020",8706.2,"8,916.30",9183.7,"8,552.80",975.01K
"Jan 20, 2020",8641.9,"8,705.70",8740.1,"8,539.20",599.06K
"Jan 21, 2020",8732.6,"8,642.00",8770.3,"8,524.00",540.20K
"Jan 22, 2020",8678.5,"8,733.00",8805.4,"8,610.80",509.06K
"Jan 23, 2020",8405.1,"8,678.50",8687.3,"8,309.60",722.67K
"Jan 24, 2020",8439.9,"8,404.90",8522,"8,242.60",617.02K
"Jan 25, 2020",8341.6,"8,439.90",8447.6,"8,277.20",444.00K
