Date,Price,Open,High,Low,Vol.,Change %,Gini,Kvalue,Standard_Deviation,Skewness,Kurtosis
2013-03-21,70.8,64.5,74.9,63.1,94.31K,9.86%,0.7313658389807292,0.7808641975308641,3.4766363053962954,-1.3638750900448635,2.6857266482003106
2013-03-22,69.9,70.8,73.8,65.0,73.20K,-1.38%,0.7309519487754041,0.781134401972873,5.191146308860851,-0.1325057569529873,0.8004345598761825
2013-03-23,64.3,69.9,70.5,52.3,150.46K,-7.90%,0.7342492323743701,0.7826354679802956,9.13115545810057,0.6005910325627012,0.7929760861723464
2013-03-24,71.5,64.3,72.5,62.7,42.02K,11.11%,0.7387898827013216,0.7853628536285363,7.628433653116475,0.2302423253732104,-2.532947441613395
2013-03-25,73.6,71.5,78.0,69.5,79.74K,2.94%,0.7390324464627867,0.7856265356265356,7.218933439227709,-0.6647251180991944,-1.7305762308618367
2013-03-26,78.5,73.6,79.7,73.1,56.67K,6.66%,0.7413500253202385,0.7871165644171779,5.372429617966162,-1.3823177302564804,1.8973206953815758
2013-03-27,88.9,78.5,89.5,78.4,72.23K,13.27%,0.7480376137383056,0.789828431372549,2.7208454568387577,-0.6756938837510134,-0.5022082568098843
2013-03-28,86.2,88.9,95.7,75.0,140.26K,-3.08%,0.7485316677233342,0.7900856793145654,6.594846472814978,1.316808631168176,2.658746667061384
2013-03-29,90.5,86.2,93.1,83.0,83.18K,5.01%,0.7500621011271937,0.7915647921760391,11.608531345523444,1.3225532921981442,0.8053936746121622
2013-03-30,92.2,90.5,95.0,87.0,37.29K,1.87%,0.7499469425112892,0.7918192918192918,18.156761825832287,0.804598720777237,-0.722298911219679
2013-03-31,93.0,92.2,93.8,91.0,21.13K,0.91%,0.749481272467241,0.7908536585365854,18.002277633677384,-0.32055607484516985,-1.9984561153940679
2013-04-01,104.0,93.0,106.0,92.2,90.56K,11.79%,0.7558212541012808,0.794762484774665,15.260307991649507,-0.7803730286892085,-0.5340905683696539
2013-04-02,118.0,104.0,118.4,99.0,81.29K,13.44%,0.763762679042913,0.7974452554744526,10.043156874210535,-1.1903619497060782,1.3078064783074896
2013-04-03,135.0,118.0,147.0,110.0,152.71K,14.43%,0.7728973820832873,0.8025516403402186,11.788256868596092,1.4282258286917366,2.3589525211018327
2013-04-04,132.1,135.0,142.1,116.4,88.36K,-2.13%,0.7731451300065727,0.8027912621359223,21.997454398179876,1.1077174679896755,0.5283898086612228
2013-04-05,142.3,132.1,144.9,130.2,68.59K,7.72%,0.7773412484259759,0.8054545454545454,36.87943871590244,1.0879214497691554,0.37024766477606025
2013-04-06,142.6,142.3,143.9,139.5,18.29K,0.22%,0.7770200356831134,0.8044794188861986,33.39741007922626,1.0961365544151849,1.2196914516496342
2013-04-07,162.3,142.6,164.9,142.6,60.96K,13.79%,0.7861647135743168,0.8095525997581621,38.55817682411869,0.4248052886853795,0.8892792319418786
2013-04-08,187.5,162.3,194.9,162.6,114.25K,15.53%,0.7970247680392606,0.8146135265700483,46.48437371848742,0.47312756701485786,-1.0245267042037287
2013-04-09,230.0,187.5,240.1,186.5,105.84K,22.67%,0.8137689320710328,0.8232810615199035,53.64747897152301,1.126924567729736,0.8653734171926809
2013-04-10,165.0,230.0,266.0,105.0,190.18K,-28.26%,0.8348375347366918,0.8355421686746989,30.27626132797778,1.0028044567423768,0.7660745252736909
2013-04-11,124.9,165.0,188.7,110.2,118.75K,-24.30%,0.8445731114212446,0.8405535499398316,18.41950053611668,0.5065049343419452,-2.4125506591834687
2013-04-12,117.0,124.9,140.0,54.3,556.47K,-6.33%,0.8452666573536737,0.8419471153846154,17.763670791815592,0.6383445282662793,1.3759173708844763
2013-04-13,93.0,117.0,130.0,85.5,238.35K,-20.51%,0.8496403096767011,0.8445378151260504,10.44279656030904,-1.4346078691782576,1.5218045606885358
2013-04-14,90.0,93.0,110.0,84.4,166.28K,-3.23%,0.8493519408107143,0.8447242206235012,14.873197369765599,0.01974185398433498,0.7255799018400518
2013-04-15,82.4,90.0,102.0,71.5,236.67K,-8.46%,0.8498206755329084,0.8449101796407186,20.097188858146364,-0.08289600853878795,-1.4134764192330032
2013-04-16,68.4,82.4,84.5,50.0,572.35K,-17.03%,0.8515455494828228,0.8462918660287082,23.066794315639143,-0.8851898435028043,0.055052378016452984
2013-04-17,93.1,68.4,98.8,63.3,327.63K,36.15%,0.8553352527810307,0.8500597371565113,12.896394845072098,-1.0846274221410623,1.0206688664168315
2013-04-18,109.0,93.1,113.0,86.0,172.98K,17.13%,0.8571016388466826,0.8514319809069213,7.451711212869291,-0.7405994553923688,0.08481636197708653
2013-04-19,118.5,109.0,136.4,105.5,257.17K,8.69%,0.8576428939924928,0.8516090584028606,10.070402176676051,1.368708893839786,2.027483309228355
2013-04-20,126.6,118.5,132.0,115.0,74.36K,6.87%,0.8579270861861925,0.8529761904761904,14.278375257710573,0.6763056347827598,-1.2648715510662154
2013-04-21,119.2,126.6,130.5,110.0,99.13K,-5.86%,0.8580802785055823,0.8531510107015458,13.865244318078256,-0.23744864727149156,-1.2457720975425868
2013-04-22,127.4,119.2,127.4,118.5,59.15K,6.88%,0.85832126053381,0.8533254156769596,9.777678661113855,0.01334027870298599,0.8584033976889884
2013-04-23,143.5,127.4,144.0,125.0,116.15K,12.62%,0.8597860757729359,0.8546856465005932,9.57460181939705,0.09685914727235,0.8219755914751445
2013-04-24,154.2,143.5,166.4,141.0,225.90K,7.47%,0.860305179065354,0.856042654028436,9.809332291241914,0.9039364573913812,1.206508871449665
2013-04-25,141.7,154.2,162.0,120.1,187.65K,-8.10%,0.8610463605027567,0.8562130177514793,6.301983814641349,-0.49902451658277114,-0.4726906176207599
2013-04-26,136.9,141.7,145.0,121.4,129.01K,-3.39%,0.8608004629442717,0.8563829787234043,5.923681287848088,-0.36435153995814584,0.591671554081645
2013-04-27,128.0,136.9,139.9,122.7,59.88K,-6.50%,0.8609793362340936,0.8565525383707202,10.725670142233623,-0.775958040209058,0.13942149833380432
2013-04-28,134.4,128.0,136.7,127.5,27.52K,5.03%,0.8608576688054156,0.8567216981132075,16.02990954434873,-0.627288838101866,-1.8610575791430233
2013-04-29,144.0,134.4,149.1,133.0,70.21K,7.11%,0.8610779724810639,0.8580683156654888,20.135168238681388,0.19833581240814172,-2.566934041524869
2013-04-30,139.2,144.0,146.9,134.0,65.23K,-3.31%,0.8607940218432649,0.858235294117647,15.430716120776921,1.1205604724747207,1.8309154200994477
2013-05-01,116.4,139.2,140.1,104.0,180.01K,-16.41%,0.8629045508161308,0.8595769682726204,7.756481160939265,-1.0624947757033143,-0.0548892730158362
2013-05-02,106.3,116.4,126.9,91.1,234.17K,-8.70%,0.8630884088472195,0.8597417840375587,7.090980186124193,-1.1088609813887662,0.5798941894713939
2013-05-03,98.1,106.3,109.0,79.0,246.48K,-7.67%,0.8630414718215293,0.8610785463071512,6.914260625692797,-1.6467537778307142,3.0724210103067855
2013-05-04,112.9,98.1,116.3,92.0,132.62K,15.09%,0.8637670161818335,0.8612412177985949,2.2858258901336033,-0.002060590056367524,2.30529941920825
2013-05-05,116.0,112.9,118.8,107.0,84.21K,2.73%,0.8633811995202767,0.8614035087719298,2.285169577953698,0.0416481433597705,1.6383225729307196
2013-05-06,112.3,116.0,124.9,106.0,150.07K,-3.22%,0.863005367471412,0.8615654205607477,2.921814504722196,0.8665311069185855,2.174746287063949
2013-05-07,109.6,112.3,114.0,97.5,139.67K,-2.36%,0.8626089300391863,0.8605600933488915,3.059738550923078,-0.11499241632141813,-0.07500136915184304
2013-05-08,113.2,109.6,116.8,109.5,61.72K,3.28%,0.8622235505080693,0.8607226107226107,1.9753480705953126,0.6415566734848411,-1.0700105008090166
2013-05-09,112.8,113.2,113.7,108.8,26.95K,-0.35%,0.8620332450916828,0.8608847497089639,2.1498837177867194,-0.39378412134611684,-1.0724417590638449
2013-05-10,117.7,112.8,122.5,111.5,77.48K,4.34%,0.8616958676590031,0.8610465116279069,2.6645825188956858,-0.9468215686730703,0.6137442502972625
2013-05-11,115.6,117.7,118.7,113.0,28.04K,-1.75%,0.8613036178607176,0.8600464576074333,2.387467277263627,-0.1910647954866648,0.8582163628141899
2013-05-12,114.8,115.6,117.5,112.4,20.60K,-0.71%,0.8610070929505306,0.8602088167053363,2.8446440902166517,-0.33749176014035204,-1.0637402686421045
2013-05-13,118.0,114.8,118.9,114.5,26.18K,2.75%,0.8606075647052215,0.8603707995365006,4.579082877608164,0.2807168771970012,0.001594493427348927
2013-05-14,111.4,118.0,119.8,109.4,87.78K,-5.58%,0.8603754903235592,0.8605324074074074,5.368426212588202,-0.18842245619723885,-2.3208089284046167
2013-05-15,114.2,111.4,116.4,103.0,117.97K,2.53%,0.8599680809963259,0.8595375722543352,4.034476422040879,-1.0935076826121835,-0.3564837918762554
2013-05-16,118.2,114.2,119.0,112.1,45.23K,3.49%,0.8595778334967631,0.8596997690531178,2.1393924371193656,-1.831609722875785,3.846635197639666
2013-05-17,123.5,118.2,125.6,116.6,79.12K,4.48%,0.8592425661702483,0.8598615916955017,0.589067059003802,-0.437460927385421,-63.433266828309115
2013-05-18,123.2,123.5,125.3,122.3,22.65K,-0.23%,0.8591061268687142,0.8600230414746544,0.6833739825332664,0.09889592391875944,44.68392234757368
2013-05-19,122.5,123.2,124.5,119.5,20.57K,-0.58%,0.8588354791149055,0.8590333716915995,1.6985287751472642,1.4784868539781135,1.9747626123853987
2013-05-20,122.0,122.5,123.7,120.1,17.32K,-0.39%,0.8586183063289228,0.8591954022988506,4.4785042145791145,1.6014135561605438,2.509334911572599
2013-05-21,122.9,122.0,123.1,121.1,13.39K,0.71%,0.8583118751643217,0.8593570608495982,4.685829702411579,0.3458402781674866,-2.836076970744594
2013-05-22,123.8,122.9,124.5,122.0,18.31K,0.74%,0.858004742715339,0.8583715596330275,4.406018610945973,-0.7192965869858469,-2.2383074704870034
2013-05-23,126.3,123.8,126.9,123.0,22.12K,2.02%,0.8575981361471796,0.8585337915234822,2.9652993103567256,-1.171895206188311,0.3671973982617895
2013-05-24,133.1,126.3,134.0,125.4,48.77K,5.38%,0.8573692955734669,0.8586956521739131,1.9967473550757493,-0.38515768781648113,-1.5621115013585378
2013-05-25,132.0,133.1,133.5,128.2,16.84K,-0.83%,0.8570397754012429,0.8577142857142857,1.8619881847106448,-0.2829404928026658,-2.2860484597697024
2013-05-26,133.5,132.0,136.0,130.6,23.36K,1.14%,0.8566767746752957,0.8578767123287672,2.104043725781891,0.6535457612714363,-1.6036528398043661
2013-05-27,129.8,133.5,135.5,124.0,46.83K,-2.79%,0.8562728927410896,0.8580387685290765,1.4892951352912847,1.8554937178565503,-0.32752833697896594
2013-05-28,129.0,129.8,130.6,125.4,22.80K,-0.59%,0.8559848126004117,0.8570615034168565,1.5009996668894703,2.135683214249913,2.2648617345369844
2013-05-29,132.3,129.0,132.7,127.6,19.25K,2.52%,0.8555726238122128,0.8572241183162685,3.575332152402427,-1.2398637475108116,2.776657138240831
2013-05-30,128.8,132.3,132.4,126.5,24.70K,-2.61%,0.8551598874197128,0.8573863636363637,4.0898655234619925,-0.7060598075547336,-2.6725414001841385
2013-05-31,128.8,128.8,130.0,126.3,16.58K,0.00%,0.8553242916337651,0.8564131668558457,4.170491577740363,0.5117275267833237,-3.175222935668108
2013-06-01,129.3,128.8,129.8,127.1,6.36K,0.37%,0.8551138151470674,0.8565759637188208,3.4954255821006317,2.037602255899213,4.241469449122469
2013-06-02,122.5,129.3,130.1,115.0,101.14K,-5.26%,0.8548756234174014,0.8567383918459797,1.3472193585322003,-1.0295314354143186,0.7706246324248328
2013-06-03,120.7,122.5,122.8,115.1,28.90K,-1.44%,0.8544936911381029,0.8569004524886877,4.496109429273756,-1.9268851955686537,3.7963529762696737
2013-06-04,121.4,120.7,124.0,118.8,21.95K,0.55%,0.8542300296658663,0.8559322033898304,6.3892879102451525,-0.6138059233234462,-2.4608877311139516
2013-06-05,121.9,121.4,123.5,119.5,16.64K,0.41%,0.8540217517869537,0.8560948081264108,8.651184889944593,-0.2274479972245326,-1.2065534082500673
2013-06-06,119.0,121.9,123.3,117.0,22.10K,-2.40%,0.8536038784502469,0.8562570462232244,6.826931960991427,0.5181455412487278,1.0178406712666164
2013-06-07,111.0,119.0,119.1,106.2,65.77K,-6.70%,0.8534625761055816,0.8564189189189189,4.025791847575663,-1.2743314823681207,2.053337370841605
2013-06-08,107.9,111.0,113.2,107.0,17.22K,-2.80%,0.8530411788781471,0.8554555680539933,3.561881525262563,-1.7832986936100637,3.2215192229427814
2013-06-09,100.4,107.9,109.0,88.0,149.43K,-6.91%,0.8528415461859831,0.8556179775280899,3.6120631223729927,-0.7571165501007451,-0.525915899327039
2013-06-10,106.3,100.4,110.6,95.0,64.32K,5.88%,0.8525171979548143,0.8557800224466892,3.7596542394224195,-0.8476686073298463,-0.2954659058216649
2013-06-11,109.0,106.3,109.6,103.2,16.13K,2.49%,0.8520963585138144,0.8559417040358744,4.50666173569831,0.11040207215528196,-2.9855009343972867
2013-06-12,108.8,109.0,112.3,106.0,17.70K,-0.20%,0.8520367318502253,0.8561030235162375,3.93535258903287,1.3920915320053282,1.0590290472027029
2013-06-13,103.9,108.8,110.3,100.3,30.44K,-4.44%,0.8516515863742992,0.8562639821029083,1.7902513789990617,1.2496037376570437,-0.35634940407035626
2013-06-14,100.0,103.9,104.7,97.1,36.05K,-3.80%,0.8512297319324865,0.8553072625698324,3.2057760370942714,1.8736811686318118,3.4637820696252675
2013-06-15,99.8,100.0,103.7,97.5,22.53K,-0.20%,0.8511722834487565,0.85546875,4.0826462006898705,0.46572082920805574,-2.9757103988182507
2013-06-16,99.9,99.8,101.8,98.9,8.66K,0.10%,0.8511989477015025,0.8556298773690079,4.710413994545157,-0.25254482283044394,-1.9583565388740993
2013-06-17,101.9,99.9,102.4,98.9,15.19K,2.05%,0.8508070903635702,0.8557906458797327,3.547957158705053,-1.2728192482776202,2.011048146561579
2013-06-18,107.3,101.9,113.3,101.0,60.61K,5.30%,0.8504421175660226,0.8559510567296997,1.543372929659629,0.9989655057884679,3.445393229043622
2013-06-19,108.3,107.3,111.0,104.7,17.57K,0.84%,0.8501394729464535,0.855,1.4028542333421925,1.3824501909348095,-3.0496521482813113
2013-06-20,111.3,108.3,114.5,107.1,43.09K,2.81%,0.8497100615515818,0.8551609322974473,3.4568772034896567,-1.3852672267507948,2.619046779994882
2013-06-21,109.5,111.3,115.0,107.6,38.08K,-1.61%,0.8493304047722865,0.8542128603104213,3.2787192621520567,-0.5255977156820854,-2.7668686428534066
2013-06-22,108.2,109.5,110.0,107.5,7.28K,-1.19%,0.8489933215870262,0.85437430786268,2.7793884219387617,0.3411625055617639,-2.8990103726490943
2013-06-23,107.9,108.2,109.0,106.2,11.05K,-0.28%,0.8488824383968772,0.8545353982300885,2.469817807047228,1.5108644964350273,2.381466739657084
2013-06-24,102.1,107.9,108.3,100.8,28.90K,-5.38%,0.8485405624875986,0.8535911602209945,3.726660703633787,-1.8990703521002408,3.8611965988559427
2013-06-25,103.3,102.1,110.0,100.0,93.71K,1.21%,0.8482151153024575,0.8537527593818985,4.542356216767755,-0.46486348133014144,-3.1265197393978954
2013-06-26,104.0,103.3,105.5,101.8,13.23K,0.65%,0.8479687264963014,0.8539140022050716,4.127590095928736,0.4979350500344136,-2.193747919973596
2013-06-27,101.7,104.0,104.0,100.1,14.73K,-2.17%,0.84755915449097,0.8529735682819384,4.950757517795623,-0.44679178607145204,1.2273581072716186
2013-06-28,94.7,101.7,101.8,92.3,47.77K,-6.96%,0.8473003056513325,0.8531353135313531,3.8017101415034844,-0.4207270178361932,-1.5621583214553094
2013-06-29,95.0,94.7,100.4,93.0,25.54K,0.36%,0.8471936823049757,0.8532967032967033,7.21505370735459,-0.9041864772305781,0.7274913251352745
2013-06-30,97.5,95.0,98.1,93.8,8.58K,2.64%,0.8467750974437208,0.853457738748628,7.707593658205654,0.30764387806576693,-1.2604712289746907
2013-07-01,88.1,97.5,98.2,86.0,53.17K,-9.70%,0.8467363496398068,0.8536184210526316,8.664121421125952,-0.6003225261409565,-0.14631976065356156
2013-07-02,90.4,88.1,92.6,87.5,27.77K,2.68%,0.8463266029070649,0.8526834611171961,8.894661320141118,0.5693149873225184,-0.41094387709870855
2013-07-03,78.9,90.4,91.2,76.0,73.62K,-12.74%,0.8465115678951489,0.8528446389496718,5.30113195459377,-0.39514007891841896,-2.9077295708470263
2013-07-04,80.0,78.9,84.3,72.0,63.55K,1.46%,0.8462053852712683,0.8530054644808742,4.870626243104196,-0.16633000672129394,-2.1605703671520273
2013-07-05,68.5,80.0,80.6,65.4,91.06K,-14.42%,0.8463679000512019,0.8531659388646289,4.028895630320481,-0.6408490267509765,-3.0377317640798545
2013-07-06,69.7,68.5,75.0,66.8,41.04K,1.69%,0.8460521811970869,0.8533260632497274,6.612639412520117,1.0680143394189334,2.592189666665432
2013-07-07,76.5,69.7,77.0,66.6,42.95K,9.82%,0.8457481351769501,0.8534858387799564,6.641761814459576,0.6147203052534914,-3.2466310972593284
2013-07-08,76.0,76.5,80.0,72.5,58.99K,-0.65%,0.8455727258213843,0.8525571273122959,7.992996934818153,-0.2295806508027737,-2.5468568661343647
2013-07-09,76.7,76.0,78.3,72.5,32.52K,0.92%,0.845340673266653,0.8527173913043478,8.117573529079433,-0.849599998144479,1.1574295500297431
2013-07-10,88.0,76.7,89.8,75.5,60.07K,14.73%,0.8454562251053712,0.8528773072747015,4.234146903451759,0.10782495730600819,-1.5192291538605787
2013-07-11,89.0,88.0,90.7,85.0,35.57K,1.11%,0.8451705221440735,0.8530368763557483,3.982084881065376,-0.704309710403004,-0.004648209459947594
2013-07-12,94.0,89.0,104.2,88.0,101.55K,5.63%,0.8447657259245649,0.853196099674973,2.2367386973021506,-0.2761712093318008,-3.7009640476459364
2013-07-13,98.3,94.0,98.3,87.8,34.46K,4.61%,0.8443393292531223,0.8522727272727273,1.8270194306598433,-1.5847194759082908,1.8730609654450785
2013-07-14,94.4,98.3,99.0,92.9,12.34K,-3.97%,0.843904333764053,0.8524324324324324,3.6414282912078906,-1.1758731294486215,0.6004847166230162
2013-07-15,98.9,94.4,101.9,93.1,34.51K,4.73%,0.8434769688208295,0.8525917926565875,4.011483516108397,-0.6141649908906259,-2.465779196173917
2013-07-16,97.1,98.9,100.7,96.0,16.53K,-1.81%,0.8431090964646064,0.8516720604099245,4.045367721234991,0.49295301609571657,-2.8261300237504945
2013-07-17,98.5,97.1,100.0,96.2,17.27K,1.44%,0.842778784087494,0.8518318965517242,3.5195170123200614,1.7701844718180553,3.4232331144224895
2013-07-18,90.1,98.5,98.8,86.2,59.50K,-8.56%,0.8425829778968411,0.8519913885898815,1.0677078252081804,-0.5525751886687044,-6.994228716881953
2013-07-19,92.0,90.1,95.2,87.6,27.68K,2.14%,0.8422070500268841,0.8510752688172043,2.107130750573017,1.1244714970052212,3.156771851986337
2013-07-20,89.8,92.0,93.1,89.3,9.43K,-2.37%,0.841808602182761,0.8512352309344791,2.460081299471663,0.09591843560025703,-1.7419645064676506
2013-07-21,92.0,89.8,92.0,88.0,8.77K,2.43%,0.8414089307117374,0.8513948497854078,2.326585480916122,-0.2536595552581871,-2.872473473180294
2013-07-22,91.6,92.0,92.0,89.8,9.10K,-0.43%,0.8412819252282691,0.8504823151125402,2.0329781110502476,-1.646970246409739,3.581336666157663
2013-07-23,95.6,91.6,97.1,91.6,24.61K,4.32%,0.8408436874669869,0.8506423982869379,0.9407443861162424,0.20431461970697598,6.95963723196255
2013-07-24,95.1,95.6,96.0,92.3,14.60K,-0.49%,0.840681101986249,0.8508021390374332,1.7126003620252468,0.7747716357906502,0.9529515911581624
2013-07-25,96.9,95.1,97.5,93.6,22.51K,1.96%,0.8403121999222277,0.8498931623931624,2.73441035691583,0.6321851018381269,-0.07501302461934974
2013-07-26,96.0,96.9,97.5,96.0,11.15K,-0.96%,0.8400513548469626,0.8500533617929562,5.355184403921848,0.9864650056624198,0.6073586829691067
2013-07-27,94.4,96.0,97.0,93.0,15.12K,-1.69%,0.8397010184964807,0.8491471215351812,5.514707607843514,-0.25201592312448895,-1.34207224621676
2013-07-28,98.8,94.4,100.6,94.0,42.23K,4.64%,0.8392708026600193,0.849307774227902,3.6633318168037343,-0.28085589087262797,-1.1776265954782588
2013-07-29,101.5,98.8,102.8,98.4,24.74K,2.73%,0.8388457456598956,0.8494680851063829,2.4398770460837085,-0.1096671562041551,-0.517156313762591
2013-07-30,108.0,101.5,108.0,100.5,27.85K,6.39%,0.8385081145171951,0.8485653560042508,1.6084153692395309,1.0769931875177945,-1.0001021351919743
2013-07-31,106.2,108.0,111.7,103.6,45.50K,-1.62%,0.8381390538918232,0.8487261146496816,0.8203657720834885,0.8219216058858003,22.985289769770958
2013-08-01,104.0,106.2,108.0,103.0,15.02K,-2.08%,0.8377379368900155,0.8488865323435844,1.0188228501589995,1.29598749820586,5.767199235063939
2013-08-02,104.5,104.0,108.0,101.2,27.50K,0.48%,0.8375803370682413,0.8479872881355932,1.018822850158913,0.4057692164227714,-17.111437367096507
2013-08-03,104.9,104.5,105.9,102.0,8.90K,0.43%,0.8374591609564286,0.8481481481481481,0.8324662155342007,-0.2333732515830767,-17.59598890310396
2013-08-04,105.1,104.9,106.0,103.5,6.38K,0.16%,0.8374341561417242,0.8483086680761099,1.4849242404937575,-1.3621271000439652,2.0388687387042808
2013-08-05,106.7,105.1,107.8,105.0,15.44K,1.52%,0.8370849034085682,0.8474128827877507,1.9295077092372859,-0.5385948691986645,-3.403281411673508
2013-08-06,106.6,106.7,107.5,105.1,13.41K,-0.15%,0.8371360380671352,0.8475738396624473,1.8411952639539264,0.6528671402524064,-3.0165183040935606
2013-08-07,106.0,106.6,107.0,105.2,7.72K,-0.53%,0.8369472827994171,0.8477344573234984,1.43596657342937,0.8496638130565407,-0.42905635422740457
2013-08-08,103.1,106.0,106.7,101.0,24.02K,-2.77%,0.8365177489673066,0.8478947368421053,1.7314733610444104,1.159546101048576,2.691046157304941
2013-08-09,102.8,103.1,105.8,101.9,12.04K,-0.24%,0.8364395565742112,0.8470031545741324,2.840422503784596,0.7544613590586703,-0.49684717955689806
2013-08-10,103.0,102.8,103.9,102.4,4.00K,0.19%,0.8364150669779642,0.8471638655462185,3.7868192457529877,0.39924096185543634,-0.9176027830914512
2013-08-11,105.0,103.0,105.2,102.7,8.17K,1.94%,0.8360300048570923,0.8473242392444911,2.956349099819693,-0.09289055171431167,-0.9805684008409609
2013-08-12,106.8,105.0,108.1,103.5,20.08K,1.72%,0.8356606669267101,0.8464360587002097,2.083266665601021,0.22559880407660915,0.7187930522642011
2013-08-13,109.6,106.8,109.6,104.5,18.75K,2.61%,0.8352332212035991,0.8465968586387435,1.772004514668032,0.4313376331415947,-3.2453538535771447
2013-08-14,112.6,109.6,115.0,108.0,50.57K,2.70%,0.8347998977929668,0.8467573221757322,1.9359752064537321,-0.6495636682956236,-1.4213436631161318
2013-08-15,110.0,112.6,113.3,108.8,15.86K,-2.28%,0.8343770951187787,0.8458725182863114,3.7118728426500662,0.965502324031754,0.9423724967223753
2013-08-16,109.0,110.0,112.3,108.2,13.54K,-0.91%,0.8341047287479566,0.8460334029227558,4.8499484533345445,0.20491545507544123,-1.3129510948701995
2013-08-17,112.8,109.0,114.0,108.2,12.78K,3.45%,0.8336671959660005,0.8451511991657976,4.654352801410834,-0.06016917943021719,-2.530490332800113
2013-08-18,113.4,112.8,114.7,112.0,9.62K,0.56%,0.8334827797592509,0.8453125,3.9251751553274743,-1.2806864334176289,1.2476243662748014
2013-08-19,118.5,113.4,123.8,111.8,53.07K,4.52%,0.8330807769659726,0.8454734651404787,2.1435951110225155,-0.059172293297894224,-3.149468876778194
2013-08-20,121.2,118.5,123.0,116.8,24.29K,2.28%,0.832653403493747,0.8445945945945946,1.9044684297723427,-0.10315884653358,-2.4241525194472024
2013-08-21,123.3,121.2,125.0,119.7,30.64K,1.73%,0.8322584742783685,0.8447559709241952,1.9786358937407968,-0.4611504917009276,-1.0575768315867198
2013-08-22,122.0,123.3,124.5,120.5,13.96K,-1.05%,0.8319455368090123,0.8438796680497925,1.563009916795077,-0.016224812340123365,-1.818259115891485
2013-08-23,118.5,122.0,122.0,118.4,19.47K,-2.86%,0.8315052538550006,0.844041450777202,5.186713795844042,1.903176759722414,3.7746255697939026
2013-08-24,119.6,118.5,121.4,118.0,8.96K,0.92%,0.831220159474721,0.8442028985507246,5.333572911285451,0.5993719580296667,-2.502234083176807
2013-08-25,122.1,119.6,123.0,119.1,7.44K,2.10%,0.8307997937917225,0.843329886246122,4.907341439109064,-0.53087610665293,-2.5366576371191223
2013-08-26,120.1,122.1,123.0,119.9,11.44K,-1.67%,0.8304113122820427,0.84349173553719,6.4105381989342725,-0.33368998280844103,1.648058147253425
2013-08-27,131.3,120.1,133.0,120.0,53.85K,9.34%,0.8305378261223693,0.8436532507739938,5.497908693311788,0.6496810180796114,-2.266959753291649
2013-08-28,128.8,131.3,131.7,128.0,12.56K,-1.93%,0.8301176355128097,0.8427835051546392,7.480106951106503,0.04132960736810953,-2.122321643497552
2013-08-29,129.3,128.8,131.2,128.2,8.22K,0.42%,0.8299719548569412,0.8429454170957775,6.536665816759365,-1.1599228225007294,1.2473269248116037
2013-08-30,138.0,129.3,142.8,128.6,46.07K,6.75%,0.8298262750506056,0.8431069958847737,3.1304951684979576,-0.7692498379400882,-0.14256278317108814
2013-08-31,141.0,138.0,148.7,135.9,31.15K,2.15%,0.8293900193465408,0.843268242548818,5.338539126014673,-1.661618894571253,2.846696556198142
2013-09-01,146.0,141.0,147.3,141.0,14.10K,3.55%,0.8289791420105133,0.8424024640657084,7.384307685896528,-0.6061568140011593,-2.921330476260357
2013-09-02,144.0,146.0,148.5,142.1,10.65K,-1.38%,0.828594316497611,0.8425641025641026,9.509837012272742,-0.19128847716950131,-1.5992216508712087
2013-09-03,144.0,144.0,148.9,142.2,17.00K,0.00%,0.8287699370749698,0.8427254098360655,8.021034845953105,0.8365847763491374,1.924498884091932
2013-09-04,132.5,144.0,145.8,130.1,28.75K,-7.98%,0.8289042860172777,0.8428863868986693,4.067800388415781,-0.7747167628526709,0.25108221041879136
2013-09-05,130.2,132.5,138.0,127.2,27.03K,-1.74%,0.828498485399874,0.8420245398773005,4.239693385139485,-0.5968826661234915,0.23329265277594166
2013-09-06,121.9,130.2,134.0,121.9,19.17K,-6.37%,0.8282971478590506,0.8421859039836568,4.652633662775878,-0.6310934660669008,-0.8337573428636927
2013-09-07,129.0,121.9,131.0,121.3,14.19K,5.82%,0.8279953247184745,0.8423469387755103,5.982223666831043,1.0747407248816894,1.606477684587934
2013-09-08,126.3,129.0,129.9,124.1,7.35K,-2.07%,0.8275691647011771,0.8414882772680938,6.212487424533961,-0.16858880853289285,-0.8800774775576757
2013-09-09,133.1,126.3,137.5,124.0,29.69K,5.37%,0.8272424323499603,0.8416496945010183,4.4257202803601805,-0.40700392122434903,-2.9850957076555216
2013-09-10,132.6,133.1,136.0,131.4,8.88K,-0.36%,0.8271093807680564,0.8418107833163784,3.7569934788326584,-0.9370650281927233,0.16340689110306053
2013-09-11,142.1,132.6,145.9,127.5,41.56K,7.15%,0.8270008546088403,0.8419715447154472,2.0899760764158666,-0.05619161961658407,-0.7246844466637347
2013-09-12,139.4,142.1,145.5,137.5,20.53K,-1.94%,0.8265764462202592,0.8411167512690356,1.4949916387695596,-0.5963423430825212,0.9646660461172777
2013-09-13,140.7,139.4,145.6,137.8,20.12K,0.94%,0.8262808205210241,0.8412778904665315,1.4758048651467837,-0.4317024433257787,-0.9540079653011672
2013-09-14,136.7,140.7,142.0,136.5,8.90K,-2.81%,0.825839042191991,0.8404255319148937,1.384557691102455,-0.7199794610471483,2.0999316361640794
