Time, I, Bit coin,Price
70, 0.421102, 14.248340, 0.472952
71, 0.429183, 13.980044, 0.472926
72, 0.417228, 14.380611, 0.472926
73, 0.426022, 14.083777, 0.472980
74, 0.420544, 14.267233, 0.472974
75, 0.420573, 14.266266, 0.472975
76, 0.416814, 14.394910, 0.472990
77, 0.420157, 14.280390, 0.473017
78, 0.413823, 14.498962, 0.472961
79, 0.416084, 14.420166, 0.472961
80, 0.417129, 14.384034, 0.472941
81, 0.413167, 14.521971, 0.472945
82, 0.418622, 14.332724, 0.472945
83, 0.420535, 14.267539, 0.473058
84, 0.423852, 14.155901, 0.473058
85, 0.407761, 14.714518, 0.473058
86, 0.406089, 14.775091, 0.473058
87, 0.419480, 14.303427, 0.473058
88, 0.426390, 14.071630, 0.473072
89, 0.413736, 14.502005, 0.473056
90, 0.410318, 14.622803, 0.472974
91, 0.416047, 14.421441, 0.472997
92, 0.415515, 14.439900, 0.472971
93, 0.406417, 14.763162, 0.472957
94, 0.413529, 14.509249, 0.472895
95, 0.407820, 14.712376, 0.472892
96, 0.405088, 14.811610, 0.472937
97, 0.409631, 14.647333, 0.472970
98, 0.396619, 15.127868, 0.472972
99, 0.399008, 15.037286, 0.472978
100, 0.404596, 14.829621, 0.473028
101, 0.396455, 15.134138, 0.472991
102, 0.403516, 14.869296, 0.472991
103, 0.399879, 15.004530, 0.472991
104, 0.390684, 15.357678, 0.472991
105, 0.391791, 15.314272, 0.472966
106, 0.400953, 14.964345, 0.472967
107, 0.393246, 15.257624, 0.472939
108, 0.404506, 14.832903, 0.472894
109, 0.384260, 15.614435, 0.472877
110, 0.401131, 14.957697, 0.472877
111, 0.384571, 15.601815, 0.472923
112, 0.393717, 15.239369, 0.472924
113, 0.411509, 14.580480, 0.472924
114, 0.394496, 15.209275, 0.472924
115, 0.399151, 15.031911, 0.472924
116, 0.391207, 15.337165, 0.472924
117, 0.392147, 15.300383, 0.472924
118, 0.381794, 15.715285, 0.472787
119, 0.398119, 15.070855, 0.472729
120, 0.389322, 15.411404, 0.472680
121, 0.388085, 15.460534, 0.472628
122, 0.395112, 15.185571, 0.472644
123, 0.396110, 15.147317, 0.472644
124, 0.393844, 15.234475, 0.472644
125, 0.391544, 15.323938, 0.472702
126, 0.395586, 15.167362, 0.472702
127, 0.375544, 15.976804, 0.472725
128, 0.387776, 15.472870, 0.472768
129, 0.390305, 15.372613, 0.472768
130, 0.394038, 15.226972, 0.472770
131, 0.388034, 15.462562, 0.472757
132, 0.383750, 15.635160, 0.472762
133, 0.388531, 15.442784, 0.472765
134, 0.383027, 15.664703, 0.472765
135, 0.384144, 15.619153, 0.472844
136, 0.388066, 15.461295, 0.472844
137, 0.383069, 15.662966, 0.472844
138, 0.385468, 15.565495, 0.472831
139, 0.382987, 15.666325, 0.472805
140, 0.378041, 15.871287, 0.472801
141, 0.377502, 15.893938, 0.472801
142, 0.371882, 16.134130, 0.472790
143, 0.374756, 16.010405, 0.472790
144, 0.380498, 15.768794, 0.472789
145, 0.383025, 15.664765, 0.472800
146, 0.375298, 15.987312, 0.472896
147, 0.386444, 15.526163, 0.472900
148, 0.386389, 15.528384, 0.472904
149, 0.382349, 15.692468, 0.472903
150, 0.386541, 15.522299, 0.472853
151, 0.379798, 15.797859, 0.472852
152, 0.378680, 15.844524, 0.472852
153, 0.389446, 15.406520, 0.472863
154, 0.384609, 15.600250, 0.472863
155, 0.381003, 15.747923, 0.472829
156, 0.377959, 15.874743, 0.472823
157, 0.375735, 15.968711, 0.472845
158, 0.385721, 15.555286, 0.472852
159, 0.388250, 15.453965, 0.472879
160, 0.388808, 15.431774, 0.472879
161, 0.390092, 15.380968, 0.472879
162, 0.381121, 15.743052, 0.472879
163, 0.390888, 15.349651, 0.472920
164, 0.389410, 15.407917, 0.472920
165, 0.384528, 15.603532, 0.472919
166, 0.385950, 15.546064, 0.472920
167, 0.379479, 15.811145, 0.472834
168, 0.392268, 15.295678, 0.472776
169, 0.376496, 15.936406, 0.472872
170, 0.378668, 15.845028, 0.472872
171, 0.378582, 15.848632, 0.472872
172, 0.372572, 16.104267, 0.472887
173, 0.368434, 16.285139, 0.472888
174, 0.377445, 15.896361, 0.472877
175, 0.369823, 16.223982, 0.472869
176, 0.372948, 16.088013, 0.472869
177, 0.372912, 16.089607, 0.472977
178, 0.372663, 16.100346, 0.472976
179, 0.370543, 16.192451, 0.473042
180, 0.373077, 16.082478, 0.473121
181, 0.372630, 16.101759, 0.473121
182, 0.374490, 16.021786, 0.473121
183, 0.374038, 16.041170, 0.473123
184, 0.370596, 16.190155, 0.473118
185, 0.371444, 16.153179, 0.473147
186, 0.382463, 15.687791, 0.473186
187, 0.371139, 16.166443, 0.473187
188, 0.374961, 16.001657, 0.473187
189, 0.366753, 16.359777, 0.473186
190, 0.370047, 16.214146, 0.473186
191, 0.369854, 16.222610, 0.473186
192, 0.362570, 16.548508, 0.473187
193, 0.365824, 16.401331, 0.473162
194, 0.368535, 16.280674, 0.473162
195, 0.373384, 16.069231, 0.473162
196, 0.371051, 16.170305, 0.473151
197, 0.370744, 16.183693, 0.473154
198, 0.376694, 15.928054, 0.473228
199, 0.376705, 15.927603, 0.473227
200, 0.375596, 15.974604, 0.473227
201, 0.373914, 16.046490, 0.473228
202, 0.368183, 16.296232, 0.473228
203, 0.370498, 16.194401, 0.473228
204, 0.379505, 15.810048, 0.473227
205, 0.373185, 16.077816, 0.473278
206, 0.374524, 16.020355, 0.473276
207, 0.373360, 16.070295, 0.473273
208, 0.356846, 16.813982, 0.473324
209, 0.362533, 16.550224, 0.473447
210, 0.359270, 16.700529, 0.473444
211, 0.372680, 16.099617, 0.473402
212, 0.368267, 16.292526, 0.473402
213, 0.368587, 16.278391, 0.473402
214, 0.370739, 16.183910, 0.473350
215, 0.361243, 16.609341, 0.473311
216, 0.361432, 16.600645, 0.473311
217, 0.360142, 16.660078, 0.473321
218, 0.363519, 16.505335, 0.473334
219, 0.363317, 16.514513, 0.473391
220, 0.363332, 16.513823, 0.473384
221, 0.362764, 16.539677, 0.473384
222, 0.364107, 16.478664, 0.473345
223, 0.364626, 16.455196, 0.473347
224, 0.364174, 16.475626, 0.473343
225, 0.368577, 16.278820, 0.473349
226, 0.369347, 16.244900, 0.473520
227, 0.363750, 16.494829, 0.473520
228, 0.354691, 16.916142, 0.473520
229, 0.360349, 16.650509, 0.473520
230, 0.352739, 17.009731, 0.473520
231, 0.361126, 16.614708, 0.473506
232, 0.359950, 16.668995, 0.473507
233, 0.355243, 16.889841, 0.473542
234, 0.364334, 16.468397, 0.473545
235, 0.360326, 16.651590, 0.473545
236, 0.351889, 17.050823, 0.473654
237, 0.358130, 16.753714, 0.473667
238, 0.353737, 16.961767, 0.473620
239, 0.349758, 17.154713, 0.473620
240, 0.355515, 16.876905, 0.473626
241, 0.362297, 16.560995, 0.473585
242, 0.354291, 16.935217, 0.473585
243, 0.358200, 16.750406, 0.473585
244, 0.357084, 16.802778, 0.473602
245, 0.358749, 16.724787, 0.473603
246, 0.367873, 16.309956, 0.473571
247, 0.356322, 16.838724, 0.473571
248, 0.353716, 16.962744, 0.473546
249, 0.360673, 16.635588, 0.473533
250, 0.357320, 16.791695, 0.473533
251, 0.350608, 17.113146, 0.473435
252, 0.356653, 16.823093, 0.473436
253, 0.366190, 16.384935, 0.473436
254, 0.353724, 16.962366, 0.473417
255, 0.359503, 16.689718, 0.473418
256, 0.358694, 16.727362, 0.473421
257, 0.357749, 16.771534, 0.473421
258, 0.364573, 16.457623, 0.473428
259, 0.361802, 16.583668, 0.473487
260, 0.357475, 16.784414, 0.473487
261, 0.358319, 16.744873, 0.473502
262, 0.351867, 17.051880, 0.473392
263, 0.357186, 16.797966, 0.473351
264, 0.352970, 16.998589, 0.473346
265, 0.354281, 16.935694, 0.473344
266, 0.349582, 17.163357, 0.473332
267, 0.351463, 17.071495, 0.473338
268, 0.346815, 17.300264, 0.473359
269, 0.362853, 16.535631, 0.473366
270, 0.353880, 16.954885, 0.473378
271, 0.351553, 17.067116, 0.473378
272, 0.358511, 16.735897, 0.473364
273, 0.355533, 16.876066, 0.473364
274, 0.355568, 16.874432, 0.473398
275, 0.359533, 16.688303, 0.473398
276, 0.342272, 17.529907, 0.473402
277, 0.356930, 16.810026, 0.473402
278, 0.343059, 17.489717, 0.473466
279, 0.348613, 17.211077, 0.473568
280, 0.356838, 16.814373, 0.473574
281, 0.355639, 16.871059, 0.473574
282, 0.351075, 17.090353, 0.473574
283, 0.359825, 16.674780, 0.473572
284, 0.354163, 16.941359, 0.473572
285, 0.353413, 16.977324, 0.473572
286, 0.358842, 16.720455, 0.473543
287, 0.358767, 16.723927, 0.473453
288, 0.352654, 17.013842, 0.473428
289, 0.358555, 16.733816, 0.473501
290, 0.357790, 16.769602, 0.473443
291, 0.354115, 16.943670, 0.473373
292, 0.356291, 16.840170, 0.473225
293, 0.341183, 17.585871, 0.473225
294, 0.350243, 17.130951, 0.473172
295, 0.347977, 17.242504, 0.473172
296, 0.356473, 16.831553, 0.473176
297, 0.349283, 17.178070, 0.473175
298, 0.355310, 16.886681, 0.473189
299, 0.351288, 17.079988, 0.473176
300, 0.352868, 17.003504, 0.473204
301, 0.360714, 16.633656, 0.473142
302, 0.351678, 17.061062, 0.473046
303, 0.354739, 16.913866, 0.473030
304, 0.352864, 17.003736, 0.473030
305, 0.351474, 17.070942, 0.473030
306, 0.354924, 16.905048, 0.473027
307, 0.349496, 17.167566, 0.473027
308, 0.354108, 16.943989, 0.473027
309, 0.352631, 17.014967, 0.473028
310, 0.349912, 17.147154, 0.473033
311, 0.345122, 17.385174, 0.473033
312, 0.347214, 17.280397, 0.473034
313, 0.338360, 17.732567, 0.473034
314, 0.339560, 17.669931, 0.473034
315, 0.346969, 17.292601, 0.473033
316, 0.347904, 17.246119, 0.473034
317, 0.351118, 17.088285, 0.473033
318, 0.352947, 16.999712, 0.473033
319, 0.356657, 16.822865, 0.473033
320, 0.345000, 17.391323, 0.473036
321, 0.354535, 16.923586, 0.473044
322, 0.357860, 16.766317, 0.473044
323, 0.360210, 16.656933, 0.473040
324, 0.352249, 17.033419, 0.473040
325, 0.351600, 17.064856, 0.473034
326, 0.358631, 16.730293, 0.473009
327, 0.356214, 16.843826, 0.473009
328, 0.351143, 17.087072, 0.473031
329, 0.354070, 16.945778, 0.473044
330, 0.351367, 17.076160, 0.473056
331, 0.351133, 17.087557, 0.473056
332, 0.350195, 17.133289, 0.473076
333, 0.350149, 17.135540, 0.473075
334, 0.351463, 17.071491, 0.473089
335, 0.347248, 17.278709, 0.473120
336, 0.344483, 17.417402, 0.473124
337, 0.356374, 16.836260, 0.473113
338, 0.351721, 17.058985, 0.473200
339, 0.355828, 16.862093, 0.473201
340, 0.354302, 16.934687, 0.473200
341, 0.351515, 17.068968, 0.473172
342, 0.347811, 17.250725, 0.473123
343, 0.352863, 17.003775, 0.473067
344, 0.350319, 17.127249, 0.473042
345, 0.342444, 17.521095, 0.473019
346, 0.353635, 16.966663, 0.473029
347, 0.353713, 16.962927, 0.473029
348, 0.345819, 17.350142, 0.473034
349, 0.342007, 17.543505, 0.473035
350, 0.338328, 17.734266, 0.473012
351, 0.337865, 17.758591, 0.473014
352, 0.332945, 18.020967, 0.473014
353, 0.341653, 17.561701, 0.473034
354, 0.337452, 17.780329, 0.473019
355, 0.345429, 17.369696, 0.473045
356, 0.346858, 17.298159, 0.473008
357, 0.343448, 17.469887, 0.473039
358, 0.336295, 17.841476, 0.473036
359, 0.347174, 17.282398, 0.473060
360, 0.344621, 17.410454, 0.473059
361, 0.340036, 17.645199, 0.473059
362, 0.342568, 17.514780, 0.473034
363, 0.335714, 17.872349, 0.473035
364, 0.337805, 17.761711, 0.472982
365, 0.340776, 17.606863, 0.472982
366, 0.338499, 17.725288, 0.472982
367, 0.337536, 17.775881, 0.472985
368, 0.350237, 17.131275, 0.472971
369, 0.348330, 17.225035, 0.472971
370, 0.346705, 17.305790, 0.472969
371, 0.351032, 17.092476, 0.472954
372, 0.342946, 17.495455, 0.472954
373, 0.341486, 17.570244, 0.472947
374, 0.343396, 17.472521, 0.472941
375, 0.338975, 17.700417, 0.473009
376, 0.344804, 17.401167, 0.473016
377, 0.341859, 17.551115, 0.473016
378, 0.339859, 17.654379, 0.473037
379, 0.341501, 17.569508, 0.473037
380, 0.341999, 17.543896, 0.473076
381, 0.337381, 17.784025, 0.473077
382, 0.338345, 17.733374, 0.473034
383, 0.339972, 17.648491, 0.472972
384, 0.344485, 17.417297, 0.472997
385, 0.349086, 17.187740, 0.473004
386, 0.353544, 16.971010, 0.472993
387, 0.356386, 16.835655, 0.472994
388, 0.353753, 16.961008, 0.473015
389, 0.346885, 17.296778, 0.473015
390, 0.340829, 17.604122, 0.473028
391, 0.347000, 17.291073, 0.473028
392, 0.350919, 17.097950, 0.473028
393, 0.340504, 17.620934, 0.473028
394, 0.341901, 17.548933, 0.473032
395, 0.351143, 17.087044, 0.472972
396, 0.347370, 17.272669, 0.472971
397, 0.347797, 17.251427, 0.473080
398, 0.351977, 17.046545, 0.473080
399, 0.352563, 17.018259, 0.473080
400, 0.346448, 17.318615, 0.473080
401, 0.350737, 17.106855, 0.473076
402, 0.352650, 17.014055, 0.473067
403, 0.349916, 17.146990, 0.473226
404, 0.359466, 16.691437, 0.473236
405, 0.344036, 17.440022, 0.473236
406, 0.346331, 17.324471, 0.473237
407, 0.340008, 17.646637, 0.473238
408, 0.342585, 17.513895, 0.473238
409, 0.343925, 17.445677, 0.473237
410, 0.340582, 17.616907, 0.473167
411, 0.344702, 17.406322, 0.473108
412, 0.345919, 17.345116, 0.473106
413, 0.341234, 17.583244, 0.473151
414, 0.347221, 17.280043, 0.473154
415, 0.343972, 17.443268, 0.473154
416, 0.340705, 17.610518, 0.473154
417, 0.341110, 17.589643, 0.473154
418, 0.338623, 17.718800, 0.473159
419, 0.340117, 17.640970, 0.473143
420, 0.334218, 17.952347, 0.473192
421, 0.336021, 17.856012, 0.473216
422, 0.343676, 17.458302, 0.473213
423, 0.337465, 17.779646, 0.473212
424, 0.342915, 17.497032, 0.473212
425, 0.345553, 17.363472, 0.473198
426, 0.335272, 17.895924, 0.473274
427, 0.337965, 17.753294, 0.473283
428, 0.341085, 17.590921, 0.473284
429, 0.343130, 17.486097, 0.473349
430, 0.336313, 17.840540, 0.473305
431, 0.340971, 17.596790, 0.473305
432, 0.339699, 17.662670, 0.473305
433, 0.347256, 17.278311, 0.473294
434, 0.345367, 17.372808, 0.473295
435, 0.337942, 17.754509, 0.473342
436, 0.340353, 17.628780, 0.473337
437, 0.334035, 17.962214, 0.473337
438, 0.338447, 17.728060, 0.473342
439, 0.342700, 17.508003, 0.473342
440, 0.333015, 18.017210, 0.473339
441, 0.343805, 17.451757, 0.473313
442, 0.335262, 17.896471, 0.473321
443, 0.329764, 18.194818, 0.473288
444, 0.343362, 17.474251, 0.473288
445, 0.334510, 17.936708, 0.473266
446, 0.339150, 17.691313, 0.473266
447, 0.340218, 17.635746, 0.473267
448, 0.341621, 17.563320, 0.473266
449, 0.346622, 17.309929, 0.473266
450, 0.348101, 17.236399, 0.473275
451, 0.341770, 17.555641, 0.473275
452, 0.338285, 17.736530, 0.473274
453, 0.339296, 17.683653, 0.473269
454, 0.326463, 18.378805, 0.473269
455, 0.341204, 17.584812, 0.473284
456, 0.337737, 17.765324, 0.473315
457, 0.339712, 17.662010, 0.473315
458, 0.338436, 17.728611, 0.473315
459, 0.336390, 17.836449, 0.473527
460, 0.328797, 18.248369, 0.473522
461, 0.336027, 17.855703, 0.473526
462, 0.340502, 17.621038, 0.473608
463, 0.340935, 17.598650, 0.473608
464, 0.334603, 17.931673, 0.473608
465, 0.342285, 17.529249, 0.473608
466, 0.344191, 17.432199, 0.473608
467, 0.348409, 17.221153, 0.473639
468, 0.341203, 17.584822, 0.473586
469, 0.343446, 17.469992, 0.473585
470, 0.334447, 17.940058, 0.473586
471, 0.330247, 18.168211, 0.473550
472, 0.337920, 17.755682, 0.473560
473, 0.341620, 17.563391, 0.473561
474, 0.339347, 17.681021, 0.473587
475, 0.336251, 17.843830, 0.473636
476, 0.336866, 17.811239, 0.473636
477, 0.337986, 17.752197, 0.473665
478, 0.340444, 17.624022, 0.473665
479, 0.340563, 17.617899, 0.473665
480, 0.344079, 17.437855, 0.473665
481, 0.340686, 17.611507, 0.473661
482, 0.343914, 17.446217, 0.473661
483, 0.337876, 17.757986, 0.473661
484, 0.340423, 17.625114, 0.473711
485, 0.347005, 17.290831, 0.473706
486, 0.340936, 17.598633, 0.473692
487, 0.337917, 17.755846, 0.473697
488, 0.337902, 17.756641, 0.473696
489, 0.340440, 17.624249, 0.473729
490, 0.330963, 18.128893, 0.473692
491, 0.348196, 17.231684, 0.473680
492, 0.339302, 17.683378, 0.473707
493, 0.336398, 17.835997, 0.473832
494, 0.337480, 17.778822, 0.473831
495, 0.337967, 17.753208, 0.473819
496, 0.336268, 17.842916, 0.473811
497, 0.336822, 17.813564, 0.473812
498, 0.346126, 17.334734, 0.473791
499, 0.342646, 17.510763, 0.473675
500, 0.344775, 17.402649, 0.473675
501, 0.339151, 17.691210, 0.473721
502, 0.341614, 17.563667, 0.473717
503, 0.343225, 17.481262, 0.473717
504, 0.342345, 17.526155, 0.473712
505, 0.343810, 17.451481, 0.473727
506, 0.341630, 17.562876, 0.473727
507, 0.336895, 17.809713, 0.473743
508, 0.333059, 18.014807, 0.473743
509, 0.336276, 17.842485, 0.473807
510, 0.344977, 17.392483, 0.473834
511, 0.335596, 17.878618, 0.473841
512, 0.333203, 18.007036, 0.473860
513, 0.343782, 17.452900, 0.473862
514, 0.334335, 17.946079, 0.473824
515, 0.341800, 17.554127, 0.473824
516, 0.344530, 17.415052, 0.473824
517, 0.338098, 17.746328, 0.473781
518, 0.335371, 17.890615, 0.473781
519, 0.335455, 17.886162, 0.473875
520, 0.335050, 17.907797, 0.473833
521, 0.332107, 18.066479, 0.473830
522, 0.337537, 17.775814, 0.473831
523, 0.335850, 17.865122, 0.473830
524, 0.337533, 17.776037, 0.473777
525, 0.354861, 16.908020, 0.473777
526, 0.339837, 17.655544, 0.473777
527, 0.353571, 16.969721, 0.473791
528, 0.343564, 17.464006, 0.473791
529, 0.334562, 17.933918, 0.473791
530, 0.337163, 17.795551, 0.473756
531, 0.332465, 18.046993, 0.473760
532, 0.337483, 17.778666, 0.473715
533, 0.333135, 18.010721, 0.473715
534, 0.336654, 17.822454, 0.473715
535, 0.343634, 17.460463, 0.473700
536, 0.334326, 17.946547, 0.473782
537, 0.343066, 17.489321, 0.473739
538, 0.347939, 17.244383, 0.473751
539, 0.330553, 18.151381, 0.473746
540, 0.337789, 17.762583, 0.473746
541, 0.337062, 17.800875, 0.473746
542, 0.342307, 17.528149, 0.473746
543, 0.331226, 18.114519, 0.473785
544, 0.342277, 17.529655, 0.473739
545, 0.337781, 17.762968, 0.473736
546, 0.334573, 17.933317, 0.473736
547, 0.337932, 17.755053, 0.473736
548, 0.343015, 17.491928, 0.473736
549, 0.346282, 17.326937, 0.473755
550, 0.332309, 18.055506, 0.473758
551, 0.336682, 17.820963, 0.473758
552, 0.336819, 17.813707, 0.473758
553, 0.329838, 18.190763, 0.473758
554, 0.335979, 17.858232, 0.473773
555, 0.330945, 18.129927, 0.473812
556, 0.339467, 17.674776, 0.473812
557, 0.335865, 17.864336, 0.473811
558, 0.334399, 17.942663, 0.473811
559, 0.336302, 17.841110, 0.473829
560, 0.327089, 18.343653, 0.473829
561, 0.334343, 17.945654, 0.473828
562, 0.328749, 18.250980, 0.473865
563, 0.336282, 17.842154, 0.473857
564, 0.331689, 18.089212, 0.473844
565, 0.324249, 18.504274, 0.473808
566, 0.323752, 18.532728, 0.473830
567, 0.321182, 18.680969, 0.473829
568, 0.330444, 18.157364, 0.473849
569, 0.324996, 18.461754, 0.473839
570, 0.334567, 17.933626, 0.473839
571, 0.328995, 18.237352, 0.473839
572, 0.329692, 18.198822, 0.473960
573, 0.337385, 17.783817, 0.473994
574, 0.331422, 18.103794, 0.473993
575, 0.337433, 17.781315, 0.474002
576, 0.328633, 18.257450, 0.473971
577, 0.326761, 18.362053, 0.473961
578, 0.329298, 18.220572, 0.473961
579, 0.328011, 18.292063, 0.473962
580, 0.332038, 18.070248, 0.473962
581, 0.322968, 18.577713, 0.473962
582, 0.327099, 18.343061, 0.473960
583, 0.339972, 17.648506, 0.473953
584, 0.325434, 18.436913, 0.473951
585, 0.330554, 18.151361, 0.473952
586, 0.329546, 18.206882, 0.473933
587, 0.326104, 18.399055, 0.473971
588, 0.335165, 17.901642, 0.474036
589, 0.338217, 17.740099, 0.474036
590, 0.330796, 18.138071, 0.474036
591, 0.332839, 18.026731, 0.474036
592, 0.332043, 18.069939, 0.474036
593, 0.332509, 18.044607, 0.474082
594, 0.334920, 17.914701, 0.474081
595, 0.329093, 18.231930, 0.474082
596, 0.324773, 18.474434, 0.474081
597, 0.332107, 18.066492, 0.474081
598, 0.336881, 17.810461, 0.474113
599, 0.334079, 17.959846, 0.474109
600, 0.331312, 18.109814, 0.474139
601, 0.338428, 17.729033, 0.474198
602, 0.329649, 18.201191, 0.474185
603, 0.330826, 18.136429, 0.474186
604, 0.329674, 18.199781, 0.474186
605, 0.329441, 18.212692, 0.474203
606, 0.329102, 18.231445, 0.474192
607, 0.331138, 18.119339, 0.474146
608, 0.332757, 18.031187, 0.474143
609, 0.335384, 17.889915, 0.474142
610, 0.330684, 18.144192, 0.474131
611, 0.328059, 18.289394, 0.474131
612, 0.322899, 18.581652, 0.474137
613, 0.326607, 18.370680, 0.474137
614, 0.331720, 18.087566, 0.474196
615, 0.334457, 17.939518, 0.474137
616, 0.326170, 18.395296, 0.474119
617, 0.329267, 18.222296, 0.474176
618, 0.334265, 17.949814, 0.474141
619, 0.328511, 18.264242, 0.474141
620, 0.333590, 17.986153, 0.474141
621, 0.329742, 18.196039, 0.474154
622, 0.324841, 18.470592, 0.474063
623, 0.326342, 18.385626, 0.474079
624, 0.328367, 18.272261, 0.474102
625, 0.336639, 17.823223, 0.474101
626, 0.331415, 18.104166, 0.474101
627, 0.335024, 17.909180, 0.474101
628, 0.332479, 18.046265, 0.474101
629, 0.339749, 17.660110, 0.474127
630, 0.330789, 18.138475, 0.474127
631, 0.330674, 18.144779, 0.474128
632, 0.332956, 18.020412, 0.474074
633, 0.322620, 18.597721, 0.474095
634, 0.319454, 18.782024, 0.474095
635, 0.325413, 18.438124, 0.474018
636, 0.323634, 18.539474, 0.474018
637, 0.318018, 18.866837, 0.474007
638, 0.330225, 18.169409, 0.474146
639, 0.323662, 18.537830, 0.474177
640, 0.327238, 18.335272, 0.474186
641, 0.338499, 17.725317, 0.474201
642, 0.329500, 18.209419, 0.474144
643, 0.337057, 17.801165, 0.474144
644, 0.332136, 18.064909, 0.474144
645, 0.322430, 18.608711, 0.474142
646, 0.328102, 18.286982, 0.474142
647, 0.326316, 18.387106, 0.474156
648, 0.326162, 18.395773, 0.474156
649, 0.330106, 18.175989, 0.474095
650, 0.331950, 18.075005, 0.474094
651, 0.323721, 18.534473, 0.474094
652, 0.324905, 18.466944, 0.474094
653, 0.324250, 18.504238, 0.474070
654, 0.329351, 18.217619, 0.474069
655, 0.325889, 18.411150, 0.474020
656, 0.325546, 18.430574, 0.474020
657, 0.322963, 18.577997, 0.474020
658, 0.337813, 17.761297, 0.474024
659, 0.323041, 18.573490, 0.474024
660, 0.330963, 18.128933, 0.474052
661, 0.331188, 18.116575, 0.474052
662, 0.337563, 17.774477, 0.474052
663, 0.339620, 17.666790, 0.474052
664, 0.333863, 17.971422, 0.474052
665, 0.332370, 18.052147, 0.474052
666, 0.329041, 18.234789, 0.474053
667, 0.343300, 17.477409, 0.474052
668, 0.330695, 18.143623, 0.474113
669, 0.326200, 18.393639, 0.474112
670, 0.325318, 18.443495, 0.474108
671, 0.328281, 18.276997, 0.474182
672, 0.336222, 17.845350, 0.474174
673, 0.334959, 17.912643, 0.474173
674, 0.336506, 17.830273, 0.473960
675, 0.336448, 17.833342, 0.473960
676, 0.339127, 17.692486, 0.473983
677, 0.328119, 18.286060, 0.473983
678, 0.323916, 18.523293, 0.473991
679, 0.322898, 18.581694, 0.474000
680, 0.326547, 18.374092, 0.474000
681, 0.321079, 18.687017, 0.474007
682, 0.325810, 18.415627, 0.474015
683, 0.328276, 18.277321, 0.474021
684, 0.329456, 18.211836, 0.474021
685, 0.335570, 17.880009, 0.474012
686, 0.337349, 17.785736, 0.473995
687, 0.334136, 17.956757, 0.474019
688, 0.329290, 18.221033, 0.474020
689, 0.329886, 18.188101, 0.474019
690, 0.326078, 18.400494, 0.473963
691, 0.328400, 18.270401, 0.473963
692, 0.334438, 17.940563, 0.473963
693, 0.328851, 18.245340, 0.473963
694, 0.330258, 18.167612, 0.473938
695, 0.327328, 18.330212, 0.473871
696, 0.319400, 18.785246, 0.473882
697, 0.332037, 18.070274, 0.473881
