Time, I, Bit coin,Price
696, 0.000000, 0.000000, 0.542157
697, 0.000000, 0.000000, 0.542157
698, 0.000000, 0.000000, 0.542157
699, 0.000000, 0.000000, 0.542157
700, 0.000000, 0.000000, 0.542157
701, 0.000000, 0.000000, 0.542157
702, 0.000000, 0.000000, 0.542157
703, 0.000000, 0.000000, 0.542157
704, 0.000000, 0.000000, 0.542157
705, 0.000000, 0.000000, 0.542157
706, 0.000000, 0.000000, 0.542157
707, 0.000000, 0.000000, 0.542157
708, 0.000000, 0.000000, 0.542157
709, 0.000000, 0.000000, 0.542157
710, 0.000000, 0.000000, 0.542157
711, 0.000000, 0.000000, 0.542157
712, 0.000000, 0.000000, 0.542157
713, 0.000000, 0.000000, 0.542157
714, 0.000000, 0.000000, 0.542157
715, 0.000000, 0.000000, 0.542157
716, 0.000000, 0.000000, 0.542157
717, 0.000000, 0.000000, 0.542157
718, 0.000000, 0.000000, 0.542157
719, 0.000000, 0.000000, 0.542157
720, 0.000000, 0.000000, 0.542157
721, 0.000000, 0.000000, 0.542157
722, 0.000000, 0.000000, 0.542157
723, 0.000000, 0.000000, 0.542157
724, 0.000000, 0.000000, 0.542157
725, 0.000000, 0.000000, 0.542157
726, 0.000000, 0.000000, 0.542157
727, 0.000000, 0.000000, 0.542157
728, 0.000000, 0.000000, 0.542157
729, 0.000000, 0.000000, 0.542157
730, 0.000000, 0.000000, 0.542157
731, 0.000000, 0.000000, 0.542157
732, 0.000000, 0.000000, 0.542157
733, 0.000000, 0.000000, 0.542157
734, 0.000000, 0.000000, 0.542157
735, 0.000000, 0.000000, 0.542157
736, 0.000000, 0.000000, 0.542157
737, 0.000000, 0.000000, 0.542157
738, 0.000000, 0.000000, 0.542157
739, 0.000000, 0.000000, 0.542157
740, 0.000000, 0.000000, 0.542157
741, 0.000000, 0.000000, 0.542157
742, 0.000000, 0.000000, 0.542157
743, 0.000000, 0.000000, 0.542157
744, 0.000000, 0.000000, 0.542157
745, 0.000000, 0.000000, 0.542157
746, 0.000000, 0.000000, 0.542157
747, 0.000000, 0.000000, 0.542157
748, 0.000000, 0.000000, 0.542157
749, 0.000000, 0.000000, 0.542157
750, 0.000000, 0.000000, 0.542157
751, 0.000000, 0.000000, 0.542157
752, 0.000000, 0.000000, 0.542157
753, 0.000000, 0.000000, 0.542157
754, 0.000000, 0.000000, 0.542157
755, 0.000000, 0.000000, 0.542157
756, 0.000000, 0.000000, 0.542157
757, 0.000000, 0.000000, 0.542157
758, 0.000000, 0.000000, 0.542157
759, 0.000000, 0.000000, 0.542157
760, 0.000000, 0.000000, 0.542157
761, 0.000000, 0.000000, 0.542157
762, 0.000000, 0.000000, 0.542157
763, 0.000000, 0.000000, 0.542157
764, 0.000000, 0.000000, 0.542157
765, 0.000000, 0.000000, 0.542157
766, 0.000000, 0.000000, 0.542157
767, 0.000000, 0.000000, 0.542157
768, 0.000000, 0.000000, 0.542157
769, 0.000000, 0.000000, 0.542157
770, 0.000000, 0.000000, 0.542157
771, 0.000000, 0.000000, 0.542157
772, 0.000000, 0.000000, 0.542157
773, 0.000000, 0.000000, 0.542157
774, 0.000000, 0.000000, 0.542157
775, 0.000000, 0.000000, 0.542157
776, 0.000000, 0.000000, 0.542157
777, 0.000000, 0.000000, 0.542157
778, 0.000000, 0.000000, 0.542157
779, 0.000000, 0.000000, 0.542157
780, 0.000000, 0.000000, 0.542157
781, 0.000000, 0.000000, 0.542157
782, 0.000000, 0.000000, 0.542157
783, 0.000000, 0.000000, 0.542157
784, 0.000000, 0.000000, 0.542157
785, 0.000000, 0.000000, 0.542157
786, 0.000000, 0.000000, 0.542157
787, 0.000000, 0.000000, 0.542157
788, 0.000000, 0.000000, 0.542157
789, 0.000000, 0.000000, 0.542157
790, 0.000000, 0.000000, 0.542157
791, 0.000000, 0.000000, 0.542157
792, 0.000000, 0.000000, 0.542157
793, 0.000000, 0.000000, 0.542157
794, 0.000000, 0.000000, 0.542157
795, 0.000000, 0.000000, 0.542157
796, 0.000000, 0.000000, 0.542157
797, 0.000000, 0.000000, 0.542157
798, 0.000000, 0.000000, 0.542157
799, 0.000000, 0.000000, 0.542157
800, 0.000000, 0.000000, 0.542157
801, 0.000000, 0.000000, 0.542157
802, 0.000000, 0.000000, 0.542157
803, 0.000000, 0.000000, 0.542157
804, 0.000000, 0.000000, 0.542157
805, 0.000000, 0.000000, 0.542157
806, 0.000000, 0.000000, 0.542157
807, 0.000000, 0.000000, 0.542157
808, 0.000000, 0.000000, 0.542157
809, 0.000000, 0.000000, 0.542157
810, 0.000000, 0.000000, 0.542157
811, 0.000000, 0.000000, 0.542157
812, 0.000000, 0.000000, 0.542157
813, 0.000000, 0.000000, 0.542157
814, 0.000000, 0.000000, 0.542157
815, 0.000000, 0.000000, 0.542157
816, 0.000000, 0.000000, 0.542157
817, 0.000000, 0.000000, 0.542157
818, 0.000000, 0.000000, 0.542157
819, 0.000000, 0.000000, 0.542157
820, 0.000000, 0.000000, 0.542157
821, 0.000000, 0.000000, 0.542157
822, 0.000000, 0.000000, 0.542157
823, 0.000000, 0.000000, 0.542157
824, 0.000000, 0.000000, 0.542157
825, 0.000000, 0.000000, 0.542157
826, 0.000000, 0.000000, 0.542157
827, 0.000000, 0.000000, 0.542157
828, 0.000000, 0.000000, 0.542157
829, 0.000000, 0.000000, 0.542157
830, 0.000000, 0.000000, 0.542157
831, 0.000000, 0.000000, 0.542157
832, 0.000000, 0.000000, 0.542157
833, 0.000000, 0.000000, 0.542157
834, 0.000000, 0.000000, 0.542157
835, 0.000000, 0.000000, 0.542157
836, 0.000000, 0.000000, 0.542157
837, 0.000000, 0.000000, 0.542157
838, 0.000000, 0.000000, 0.542157
839, 0.000000, 0.000000, 0.542157
840, 0.000000, 0.000000, 0.542157
841, 0.000000, 0.000000, 0.542157
842, 0.000000, 0.000000, 0.542157
843, 0.000000, 0.000000, 0.542157
844, 0.000000, 0.000000, 0.542157
845, 0.000000, 0.000000, 0.542157
846, 0.000000, 0.000000, 0.542157
847, 0.000000, 0.000000, 0.542157
848, 0.000000, 0.000000, 0.542157
849, 0.000000, 0.000000, 0.542157
850, 0.000000, 0.000000, 0.542157
851, 0.000000, 0.000000, 0.542157
852, 0.000000, 0.000000, 0.542157
853, 0.000000, 0.000000, 0.542157
854, 0.000000, 0.000000, 0.542157
855, 0.000000, 0.000000, 0.542157
856, 0.000000, 0.000000, 0.542157
857, 0.000000, 0.000000, 0.542157
858, 0.000000, 0.000000, 0.542157
859, 0.000000, 0.000000, 0.542157
860, 0.000000, 0.000000, 0.542157
861, 0.000000, 0.000000, 0.542157
862, 0.000000, 0.000000, 0.542157
863, 0.000000, 0.000000, 0.542157
864, 0.000000, 0.000000, 0.542157
865, 0.000000, 0.000000, 0.542157
866, 0.000000, 0.000000, 0.542157
867, 0.000000, 0.000000, 0.542157
868, 0.000000, 0.000000, 0.542157
869, 0.000000, 0.000000, 0.542157
870, 0.000000, 0.000000, 0.542157
871, 0.000000, 0.000000, 0.542157
872, 0.000000, 0.000000, 0.542157
873, 0.000000, 0.000000, 0.542157
874, 0.000000, 0.000000, 0.542157
875, 0.000000, 0.000000, 0.542157
876, 0.000000, 0.000000, 0.542157
877, 0.000000, 0.000000, 0.542157
878, 0.000000, 0.000000, 0.542157
879, 0.000000, 0.000000, 0.542157
880, 0.000000, 0.000000, 0.542157
881, 0.000000, 0.000000, 0.542157
882, 0.000000, 0.000000, 0.542157
883, 0.000000, 0.000000, 0.542157
884, 0.000000, 0.000000, 0.542157
885, 0.000000, 0.000000, 0.542157
886, 0.000000, 0.000000, 0.542157
887, 0.000000, 0.000000, 0.542157
888, 0.000000, 0.000000, 0.542157
889, 0.000000, 0.000000, 0.542157
890, 0.000000, 0.000000, 0.542157
891, 0.000000, 0.000000, 0.542157
892, 0.000000, 0.000000, 0.542157
893, 0.000000, 0.000000, 0.542157
894, 0.000000, 0.000000, 0.542157
895, 0.000000, 0.000000, 0.542157
896, 0.000000, 0.000000, 0.542157
897, 0.000000, 0.000000, 0.542157
898, 0.000000, 0.000000, 0.542157
899, 0.000000, 0.000000, 0.542157
900, 0.000000, 0.000000, 0.542157
901, 0.000000, 0.000000, 0.542157
902, 0.000000, 0.000000, 0.542157
903, 0.000000, 0.000000, 0.542157
904, 0.000000, 0.000000, 0.542157
905, 0.000000, 0.000000, 0.542157
906, 0.000000, 0.000000, 0.542157
907, 0.000000, 0.000000, 0.542157
908, 0.000000, 0.000000, 0.542157
909, 0.000000, 0.000000, 0.542157
910, 0.000000, 0.000000, 0.542157
911, 0.000000, 0.000000, 0.542157
912, 0.000000, 0.000000, 0.542157
913, 0.000000, 0.000000, 0.542157
914, 0.000000, 0.000000, 0.542157
915, 0.000000, 0.000000, 0.542157
916, 0.000000, 0.000000, 0.542157
917, 0.000000, 0.000000, 0.542157
918, 0.000000, 0.000000, 0.542157
919, 0.000000, 0.000000, 0.542157
920, 0.000000, 0.000000, 0.542157
921, 0.000000, 0.000000, 0.542157
922, 0.000000, 0.000000, 0.542157
923, 0.000000, 0.000000, 0.542157
924, 0.000000, 0.000000, 0.542157
925, 0.000000, 0.000000, 0.542157
926, 0.000000, 0.000000, 0.542157
927, 0.000000, 0.000000, 0.542157
928, 0.000000, 0.000000, 0.542157
929, 0.000000, 0.000000, 0.542157
930, 0.000000, 0.000000, 0.542157
931, 0.000000, 0.000000, 0.542157
932, 0.000000, 0.000000, 0.542157
933, 0.000000, 0.000000, 0.542157
934, 0.000000, 0.000000, 0.542157
935, 0.000000, 0.000000, 0.542157
936, 0.000000, 0.000000, 0.542157
937, 0.000000, 0.000000, 0.542157
938, 0.000000, 0.000000, 0.542157
939, 0.000000, 0.000000, 0.542157
940, 0.000000, 0.000000, 0.542157
941, 0.000000, 0.000000, 0.542157
942, 0.000000, 0.000000, 0.542157
943, 0.000000, 0.000000, 0.542157
944, 0.000000, 0.000000, 0.542157
945, 0.000000, 0.000000, 0.542157
946, 0.000000, 0.000000, 0.542157
947, 0.000000, 0.000000, 0.542157
948, 0.000000, 0.000000, 0.542157
949, 0.000000, 0.000000, 0.542157
950, 0.000000, 0.000000, 0.542157
951, 0.000000, 0.000000, 0.542157
952, 0.000000, 0.000000, 0.542157
953, 0.000000, 0.000000, 0.542157
954, 0.000000, 0.000000, 0.542157
955, 0.000000, 0.000000, 0.542157
956, 0.000000, 0.000000, 0.542157
957, 0.000000, 0.000000, 0.542157
958, 0.000000, 0.000000, 0.542157
959, 0.000000, 0.000000, 0.542157
960, 0.000000, 0.000000, 0.542157
961, 0.000000, 0.000000, 0.542157
962, 0.000000, 0.000000, 0.542157
963, 0.000000, 0.000000, 0.542157
964, 0.000000, 0.000000, 0.542157
965, 0.000000, 0.000000, 0.542157
966, 0.000000, 0.000000, 0.542157
967, 0.000000, 0.000000, 0.542157
968, 0.000000, 0.000000, 0.542157
969, 0.000000, 0.000000, 0.542157
970, 0.000000, 0.000000, 0.542157
971, 0.000000, 0.000000, 0.542157
972, 0.000000, 0.000000, 0.542157
973, 0.000000, 0.000000, 0.542157
974, 0.000000, 0.000000, 0.542157
975, 0.000000, 0.000000, 0.542157
976, 0.000000, 0.000000, 0.542157
977, 0.000000, 0.000000, 0.542157
978, 0.000000, 0.000000, 0.542157
979, 0.000000, 0.000000, 0.542157
980, 0.000000, 0.000000, 0.542157
981, 0.000000, 0.000000, 0.542157
982, 0.000000, 0.000000, 0.542157
983, 0.000000, 0.000000, 0.542157
984, 0.000000, 0.000000, 0.542157
985, 0.000000, 0.000000, 0.542157
986, 0.000000, 0.000000, 0.542157
987, 0.000000, 0.000000, 0.542157
988, 0.000000, 0.000000, 0.542157
989, 0.000000, 0.000000, 0.542157
990, 0.000000, 0.000000, 0.542157
991, 0.000000, 0.000000, 0.542157
992, 0.000000, 0.000000, 0.542157
993, 0.000000, 0.000000, 0.542157
994, 0.000000, 0.000000, 0.542157
995, 0.000000, 0.000000, 0.542157
996, 0.000000, 0.000000, 0.542157
997, 0.000000, 0.000000, 0.542157
998, 0.000000, 0.000000, 0.542157
999, 0.000000, 0.000000, 0.542157
1000, 0.000000, 0.000000, 0.542157
1001, 0.000000, 0.000000, 0.542157
1002, 0.000000, 0.000000, 0.542157
1003, 0.000000, 0.000000, 0.542157
1004, 0.000000, 0.000000, 0.542157
1005, 0.000000, 0.000000, 0.542157
1006, 0.000000, 0.000000, 0.542157
1007, 0.000000, 0.000000, 0.542157
1008, 0.000000, 0.000000, 0.542157
1009, 0.000000, 0.000000, 0.542157
1010, 0.000000, 0.000000, 0.542157
1011, 0.000000, 0.000000, 0.542157
1012, 0.000000, 0.000000, 0.542157
1013, 0.000000, 0.000000, 0.542157
1014, 0.000000, 0.000000, 0.542157
1015, 0.000000, 0.000000, 0.542157
1016, 0.000000, 0.000000, 0.542157
1017, 0.000000, 0.000000, 0.542157
1018, 0.000000, 0.000000, 0.542157
1019, 0.000000, 0.000000, 0.542157
1020, 0.000000, 0.000000, 0.542157
1021, 0.000000, 0.000000, 0.542157
1022, 0.000000, 0.000000, 0.542157
1023, 0.000000, 0.000000, 0.542157
1024, 0.000000, 0.000000, 0.542157
1025, 0.000000, 0.000000, 0.542157
1026, 0.000000, 0.000000, 0.542157
1027, 0.000000, 0.000000, 0.542157
1028, 0.000000, 0.000000, 0.542157
1029, 0.000000, 0.000000, 0.542157
1030, 0.000000, 0.000000, 0.542157
1031, 0.000000, 0.000000, 0.542157
1032, 0.000000, 0.000000, 0.542157
1033, 0.000000, 0.000000, 0.542157
1034, 0.000000, 0.000000, 0.542157
1035, 0.000000, 0.000000, 0.542157
1036, 0.000000, 0.000000, 0.542157
1037, 0.000000, 0.000000, 0.542157
1038, 0.000000, 0.000000, 0.542157
1039, 0.000000, 0.000000, 0.542157
1040, 0.000000, 0.000000, 0.542157
1041, 0.000000, 0.000000, 0.542157
1042, 0.000000, 0.000000, 0.542157
1043, 0.000000, 0.000000, 0.542157
1044, 0.000000, 0.000000, 0.542157
1045, 0.000000, 0.000000, 0.542157
1046, 0.000000, 0.000000, 0.542157
1047, 0.000000, 0.000000, 0.542157
1048, 0.000000, 0.000000, 0.542157
1049, 0.000000, 0.000000, 0.542157
1050, 0.000000, 0.000000, 0.542157
1051, 0.000000, 0.000000, 0.542157
1052, 0.000000, 0.000000, 0.542157
1053, 0.000000, 0.000000, 0.542157
1054, 0.000000, 0.000000, 0.542157
1055, 0.000000, 0.000000, 0.542157
1056, 0.000000, 0.000000, 0.542157
1057, 0.000000, 0.000000, 0.542157
1058, 0.000000, 0.000000, 0.542157
1059, 0.000000, 0.000000, 0.542157
1060, 0.000000, 0.000000, 0.542157
1061, 0.000000, 0.000000, 0.542157
1062, 0.000000, 0.000000, 0.542157
1063, 0.000000, 0.000000, 0.542157
1064, 0.000000, 0.000000, 0.542157
1065, 0.000000, 0.000000, 0.542157
1066, 0.000000, 0.000000, 0.542157
1067, 0.000000, 0.000000, 0.542157
1068, 0.000000, 0.000000, 0.542157
1069, 0.000000, 0.000000, 0.542157
1070, 0.000000, 0.000000, 0.542157
1071, 0.000000, 0.000000, 0.542157
1072, 0.000000, 0.000000, 0.542157
1073, 0.000000, 0.000000, 0.542157
1074, 0.000000, 0.000000, 0.542157
1075, 0.000000, 0.000000, 0.542157
1076, 0.000000, 0.000000, 0.542157
1077, 0.000000, 0.000000, 0.542157
1078, 0.000000, 0.000000, 0.542157
1079, 0.000000, 0.000000, 0.542157
1080, 0.000000, 0.000000, 0.542157
1081, 0.000000, 0.000000, 0.542157
1082, 0.000000, 0.000000, 0.542157
1083, 0.000000, 0.000000, 0.542157
1084, 0.000000, 0.000000, 0.542157
1085, 0.000000, 0.000000, 0.542157
1086, 0.000000, 0.000000, 0.542157
1087, 0.000000, 0.000000, 0.542157
1088, 0.000000, 0.000000, 0.542157
1089, 0.000000, 0.000000, 0.542157
1090, 0.000000, 0.000000, 0.542157
1091, 0.000000, 0.000000, 0.542157
1092, 0.000000, 0.000000, 0.542157
1093, 0.000000, 0.000000, 0.542157
1094, 0.000000, 0.000000, 0.542157
1095, 0.000000, 0.000000, 0.542157
1096, 0.000000, 0.000000, 0.542157
1097, 0.000000, 0.000000, 0.542157
1098, 0.000000, 0.000000, 0.542157
1099, 0.000000, 0.000000, 0.542157
1100, 0.000000, 0.000000, 0.542157
1101, 0.000000, 0.000000, 0.542157
1102, 0.000000, 0.000000, 0.542157
1103, 0.000000, 0.000000, 0.542157
1104, 0.000000, 0.000000, 0.542157
1105, 0.000000, 0.000000, 0.542157
1106, 0.000000, 0.000000, 0.542157
1107, 0.000000, 0.000000, 0.542157
1108, 0.000000, 0.000000, 0.542157
1109, 0.000000, 0.000000, 0.542157
1110, 0.000000, 0.000000, 0.542157
1111, 0.000000, 0.000000, 0.542157
1112, 0.000000, 0.000000, 0.542157
1113, 0.000000, 0.000000, 0.542157
1114, 0.000000, 0.000000, 0.542157
1115, 0.000000, 0.000000, 0.542157
1116, 0.000000, 0.000000, 0.542157
1117, 0.000000, 0.000000, 0.542157
1118, 0.000000, 0.000000, 0.542157
1119, 0.000000, 0.000000, 0.542157
1120, 0.000000, 0.000000, 0.542157
1121, 0.000000, 0.000000, 0.542157
1122, 0.000000, 0.000000, 0.542157
1123, 0.000000, 0.000000, 0.542157
1124, 0.000000, 0.000000, 0.542157
1125, 0.000000, 0.000000, 0.542157
1126, 0.000000, 0.000000, 0.542157
1127, 0.000000, 0.000000, 0.542157
1128, 0.000000, 0.000000, 0.542157
1129, 0.000000, 0.000000, 0.542157
1130, 0.000000, 0.000000, 0.542157
1131, 0.000000, 0.000000, 0.542157
1132, 0.000000, 0.000000, 0.542157
1133, 0.000000, 0.000000, 0.542157
1134, 0.000000, 0.000000, 0.542157
1135, 0.000000, 0.000000, 0.542157
1136, 0.000000, 0.000000, 0.542157
1137, 0.000000, 0.000000, 0.542157
1138, 0.000000, 0.000000, 0.542157
1139, 0.000000, 0.000000, 0.542157
1140, 0.000000, 0.000000, 0.542157
1141, 0.000000, 0.000000, 0.542157
1142, 0.000000, 0.000000, 0.542157
1143, 0.000000, 0.000000, 0.542157
1144, 0.000000, 0.000000, 0.542157
1145, 0.000000, 0.000000, 0.542157
1146, 0.000000, 0.000000, 0.542157
1147, 0.000000, 0.000000, 0.542157
1148, 0.000000, 0.000000, 0.542157
1149, 0.000000, 0.000000, 0.542157
1150, 0.000000, 0.000000, 0.542157
1151, 0.000000, 0.000000, 0.542157
1152, 0.000000, 0.000000, 0.542157
1153, 0.000000, 0.000000, 0.542157
1154, 0.000000, 0.000000, 0.542157
1155, 0.000000, 0.000000, 0.542157
1156, 0.000000, 0.000000, 0.542157
1157, 0.000000, 0.000000, 0.542157
1158, 0.000000, 0.000000, 0.542157
1159, 0.000000, 0.000000, 0.542157
1160, 0.000000, 0.000000, 0.542157
1161, 0.000000, 0.000000, 0.542157
1162, 0.000000, 0.000000, 0.542157
1163, 0.000000, 0.000000, 0.542157
1164, 0.000000, 0.000000, 0.542157
1165, 0.000000, 0.000000, 0.542157
1166, 0.000000, 0.000000, 0.542157
1167, 0.000000, 0.000000, 0.542157
1168, 0.000000, 0.000000, 0.542157
1169, 0.000000, 0.000000, 0.542157
1170, 0.000000, 0.000000, 0.542157
1171, 0.000000, 0.000000, 0.542157
1172, 0.000000, 0.000000, 0.542157
1173, 0.000000, 0.000000, 0.542157
1174, 0.000000, 0.000000, 0.542157
1175, 0.000000, 0.000000, 0.542157
1176, 0.000000, 0.000000, 0.542157
1177, 0.000000, 0.000000, 0.542157
1178, 0.000000, 0.000000, 0.542157
1179, 0.000000, 0.000000, 0.542157
1180, 0.000000, 0.000000, 0.542157
1181, 0.000000, 0.000000, 0.542157
1182, 0.000000, 0.000000, 0.542157
1183, 0.000000, 0.000000, 0.542157
1184, 0.000000, 0.000000, 0.542157
1185, 0.000000, 0.000000, 0.542157
1186, 0.000000, 0.000000, 0.542157
1187, 0.000000, 0.000000, 0.542157
1188, 0.000000, 0.000000, 0.542157
1189, 0.000000, 0.000000, 0.542157
1190, 0.000000, 0.000000, 0.542157
1191, 0.000000, 0.000000, 0.542157
1192, 0.000000, 0.000000, 0.542157
1193, 0.000000, 0.000000, 0.542157
1194, 0.000000, 0.000000, 0.542157
1195, 0.000000, 0.000000, 0.542157
1196, 0.000000, 0.000000, 0.542157
1197, 0.000000, 0.000000, 0.542157
1198, 0.000000, 0.000000, 0.542157
1199, 0.000000, 0.000000, 0.542157
1200, 0.000000, 0.000000, 0.542157
1201, 0.000000, 0.000000, 0.542157
1202, 0.000000, 0.000000, 0.542157
1203, 0.000000, 0.000000, 0.542157
1204, 0.000000, 0.000000, 0.542157
1205, 0.000000, 0.000000, 0.542157
1206, 0.000000, 0.000000, 0.542157
1207, 0.000000, 0.000000, 0.542157
1208, 0.000000, 0.000000, 0.542157
1209, 0.000000, 0.000000, 0.542157
1210, 0.000000, 0.000000, 0.542157
1211, 0.000000, 0.000000, 0.542157
1212, 0.000000, 0.000000, 0.542157
1213, 0.000000, 0.000000, 0.542157
1214, 0.000000, 0.000000, 0.542157
1215, 0.000000, 0.000000, 0.542157
1216, 0.000000, 0.000000, 0.542157
1217, 0.000000, 0.000000, 0.542157
1218, 0.000000, 0.000000, 0.542157
1219, 0.000000, 0.000000, 0.542157
1220, 0.000000, 0.000000, 0.542157
1221, 0.000000, 0.000000, 0.542157
1222, 0.000000, 0.000000, 0.542157
1223, 0.000000, 0.000000, 0.542157
1224, 0.000000, 0.000000, 0.542157
1225, 0.000000, 0.000000, 0.542157
1226, 0.000000, 0.000000, 0.542157
1227, 0.000000, 0.000000, 0.542157
1228, 0.000000, 0.000000, 0.542157
1229, 0.000000, 0.000000, 0.542157
1230, 0.000000, 0.000000, 0.542157
1231, 0.000000, 0.000000, 0.542157
1232, 0.000000, 0.000000, 0.542157
1233, 0.000000, 0.000000, 0.542157
1234, 0.000000, 0.000000, 0.542157
1235, 0.000000, 0.000000, 0.542157
1236, 0.000000, 0.000000, 0.542157
1237, 0.000000, 0.000000, 0.542157
1238, 0.000000, 0.000000, 0.542157
1239, 0.000000, 0.000000, 0.542157
1240, 0.000000, 0.000000, 0.542157
1241, 0.000000, 0.000000, 0.542157
1242, 0.000000, 0.000000, 0.542157
1243, 0.000000, 0.000000, 0.542157
1244, 0.000000, 0.000000, 0.542157
1245, 0.000000, 0.000000, 0.542157
1246, 0.000000, 0.000000, 0.542157
1247, 0.000000, 0.000000, 0.542157
1248, 0.000000, 0.000000, 0.542157
1249, 0.000000, 0.000000, 0.542157
1250, 0.000000, 0.000000, 0.542157
1251, 0.000000, 0.000000, 0.542157
1252, 0.000000, 0.000000, 0.542157
1253, 0.000000, 0.000000, 0.542157
1254, 0.000000, 0.000000, 0.542157
1255, 0.000000, 0.000000, 0.542157
1256, 0.000000, 0.000000, 0.542157
1257, 0.000000, 0.000000, 0.542157
1258, 0.000000, 0.000000, 0.542157
1259, 0.000000, 0.000000, 0.542157
1260, 0.000000, 0.000000, 0.542157
1261, 0.000000, 0.000000, 0.542157
1262, 0.000000, 0.000000, 0.542157
1263, 0.000000, 0.000000, 0.542157
1264, 0.000000, 0.000000, 0.542157
1265, 0.000000, 0.000000, 0.542157
1266, 0.000000, 0.000000, 0.542157
1267, 0.000000, 0.000000, 0.542157
1268, 0.000000, 0.000000, 0.542157
1269, 0.000000, 0.000000, 0.542157
1270, 0.000000, 0.000000, 0.542157
1271, 0.000000, 0.000000, 0.542157
1272, 0.000000, 0.000000, 0.542157
1273, 0.000000, 0.000000, 0.542157
1274, 0.000000, 0.000000, 0.542157
1275, 0.000000, 0.000000, 0.542157
1276, 0.000000, 0.000000, 0.542157
1277, 0.000000, 0.000000, 0.542157
1278, 0.000000, 0.000000, 0.542157
1279, 0.000000, 0.000000, 0.542157
1280, 0.000000, 0.000000, 0.542157
1281, 0.000000, 0.000000, 0.542157
1282, 0.000000, 0.000000, 0.542157
1283, 0.000000, 0.000000, 0.542157
1284, 0.000000, 0.000000, 0.542157
1285, 0.000000, 0.000000, 0.542157
1286, 0.000000, 0.000000, 0.542157
1287, 0.000000, 0.000000, 0.542157
1288, 0.000000, 0.000000, 0.542157
1289, 0.000000, 0.000000, 0.542157
1290, 0.000000, 0.000000, 0.542157
1291, 0.000000, 0.000000, 0.542157
1292, 0.000000, 0.000000, 0.542157
1293, 0.000000, 0.000000, 0.542157
1294, 0.000000, 0.000000, 0.542157
1295, 0.000000, 0.000000, 0.542157
1296, 0.000000, 0.000000, 0.542157
1297, 0.000000, 0.000000, 0.542157
1298, 0.000000, 0.000000, 0.542157
1299, 0.000000, 0.000000, 0.542157
1300, 0.000000, 0.000000, 0.542157
1301, 0.000000, 0.000000, 0.542157
1302, 0.000000, 0.000000, 0.542157
1303, 0.000000, 0.000000, 0.542157
1304, 0.000000, 0.000000, 0.542157
1305, 0.000000, 0.000000, 0.542157
1306, 0.000000, 0.000000, 0.542157
1307, 0.000000, 0.000000, 0.542157
1308, 0.000000, 0.000000, 0.542157
1309, 0.000000, 0.000000, 0.542157
1310, 0.000000, 0.000000, 0.542157
1311, 0.000000, 0.000000, 0.542157
1312, 0.000000, 0.000000, 0.542157
1313, 0.000000, 0.000000, 0.542157
1314, 0.000000, 0.000000, 0.542157
1315, 0.000000, 0.000000, 0.542157
1316, 0.000000, 0.000000, 0.542157
1317, 0.000000, 0.000000, 0.542157
1318, 0.000000, 0.000000, 0.542157
1319, 0.000000, 0.000000, 0.542157
1320, 0.000000, 0.000000, 0.542157
1321, 0.000000, 0.000000, 0.542157
1322, 0.000000, 0.000000, 0.542157
1323, 0.000000, 0.000000, 0.542157
1324, 0.000000, 0.000000, 0.542157
1325, 0.000000, 0.000000, 0.542157
1326, 0.000000, 0.000000, 0.542157
1327, 0.000000, 0.000000, 0.542157
1328, 0.000000, 0.000000, 0.542157
1329, 0.000000, 0.000000, 0.542157
1330, 0.000000, 0.000000, 0.542157
1331, 0.000000, 0.000000, 0.542157
1332, 0.000000, 0.000000, 0.542157
1333, 0.000000, 0.000000, 0.542157
1334, 0.000000, 0.000000, 0.542157
1335, 0.000000, 0.000000, 0.542157
1336, 0.000000, 0.000000, 0.542157
1337, 0.000000, 0.000000, 0.542157
1338, 0.000000, 0.000000, 0.542157
1339, 0.000000, 0.000000, 0.542157
1340, 0.000000, 0.000000, 0.542157
1341, 0.000000, 0.000000, 0.542157
1342, 0.000000, 0.000000, 0.542157
1343, 0.000000, 0.000000, 0.542157
1344, 0.000000, 0.000000, 0.542157
1345, 0.000000, 0.000000, 0.542157
1346, 0.000000, 0.000000, 0.542157
1347, 0.000000, 0.000000, 0.542157
1348, 0.000000, 0.000000, 0.542157
1349, 0.000000, 0.000000, 0.542157
1350, 0.000000, 0.000000, 0.542157
1351, 0.000000, 0.000000, 0.542157
1352, 0.000000, 0.000000, 0.542157
1353, 0.000000, 0.000000, 0.542157
1354, 0.000000, 0.000000, 0.542157
1355, 0.000000, 0.000000, 0.542157
1356, 0.000000, 0.000000, 0.542157
1357, 0.000000, 0.000000, 0.542157
1358, 0.000000, 0.000000, 0.542157
1359, 0.000000, 0.000000, 0.542157
1360, 0.000000, 0.000000, 0.542157
1361, 0.000000, 0.000000, 0.542157
1362, 0.000000, 0.000000, 0.542157
1363, 0.000000, 0.000000, 0.542157
1364, 0.000000, 0.000000, 0.542157
1365, 0.000000, 0.000000, 0.542157
1366, 0.000000, 0.000000, 0.542157
1367, 0.000000, 0.000000, 0.542157
1368, 0.000000, 0.000000, 0.542157
1369, 0.000000, 0.000000, 0.542157
1370, 0.000000, 0.000000, 0.542157
1371, 0.000000, 0.000000, 0.542157
1372, 0.000000, 0.000000, 0.542157
1373, 0.000000, 0.000000, 0.542157
1374, 0.000000, 0.000000, 0.542157
1375, 0.000000, 0.000000, 0.542157
